book,chapter,verse_number,text
Genesis,17,24,"Siamaplo tan siam lay taon nen Abraham nen asegat,"
Genesis,17,25,tan labintaloy taon la nen Ismael.
Genesis,17,26,"Asegat iran dua ed saksakey ya agew,"
Genesis,17,27,pati saray amin ya aripen nen Abraham.
Genesis,18,1,Pinmanengneng so Katawan ed kinen Abraham diad saray masanton kiew nen Mamre. Manyodyorung si Abraham ed puirtay tulda to nen kapetapetangay agew;
Genesis,18,2,"tinmangwa, et anengneng toy taloran totoo a manalalagey irad ag arawin pasen. Binatik to ran tampol ya inabet, insan dinmakmomo ya anggad dalin so lupa to."
Genesis,18,3,"Inkuanto, “Wadya ak a magter a manlingkur ed sikayo. Ag yo komun lalabasay abung ko; tonda ki nin magano."
Genesis,18,4,Abuloyan yo ak a mangalay danum a panoras yoy sali yo; nayarian yoy mampainawad silong to yan kiew.
Genesis,18,5,"Mangala ak met na kanen yo, pian naitdan kayoy biskeg a mangituloy na panaakar yo. Pinagalangan yo ak ed inyakar yo dia, kanyan abuloyan yo ak a manlingkur ed sikayo.” Inmebat ira, “Salamat; sigi sirin.”"
Genesis,18,6,"Linmoob a tampol si Abraham ed tulda tan inkuantod Sara, “Ganatan mo, mangala kay sankaabigan ya arina, tan manggawa kay tinapay.”"
Genesis,18,7,"Insan batik ed poluk na baka, tan angalay sakey a mataban kilaw, insan inter tod sakey ya aripen a nangganat ya angiparaan."
Genesis,18,8,"Angalay kiso, gatas, tan samay niluton karniy kilaw, insan to ra imparongo ed saramay taloran totoo. Sikaton diliy nansirbid sikara legan dan angan diad silong na kiew."
Genesis,18,9,"Tinepet dad sikato, “Kawalaan nen asawam a Sara?” “Wadyad dalem na tulda,” ebat to."
Genesis,18,10,"Inkuan na sakey ed sikara, “Siam bulan a manlapud natan, ompawil ak dia, et wala lad satan so lakin anak nen Sara.” Wadmay Sara ya onderengel ed biek na puirta a nibeneg nen Abraham."
Genesis,18,11,"Mataktakken la ra di Abraham tan Sara, tan ag la naliliberay Sara."
Genesis,18,12,"Kanyan inmelek a bukor si Sara tan inkuantod sikaton dili, “Natan ta akolaw ak la, manliket ak ni kasin miakdul? Insan sakey ni, matakken met lay masiken ko.”"
Genesis,18,13,"Tinepet na Katawan ed kinen Abraham, “Akin et inmelek si Sara tan inkuanto, ‘Makapananak ak ni kasi, anta akolaw ak la?’"
Genesis,18,14,"Akin, walay mairap ed Katawan ? Onung na inkuanko la, siam bulan a manlapud natan, ompawil ak dia, et wala lad satan so lakin anak nen Sara.”"
Genesis,18,15,"Lapud antakot si Sara, ag to inako. “Ag ak pa inmelek,” inkuanto. “Ag ka la mantitila,” ebat to. “Inmelek ka.”"
Genesis,18,16,"Pinmikal la ra may lalaki tan linma rad pasen a naosdungan day Sodoma; akilay Abraham, ta pasiputen to ra."
Genesis,18,17,"Inkuan na Katawan ed sikaton dili, “Ag ko iyamut ed kinen Abraham so gawaen ko."
Genesis,18,18,"Magmaliw a baleg tan makapanyarin bansa iray kabyangay boleg to, tan diad panamegley to bindisionan kon amin iray bansa."
Genesis,18,19,"Sikatoy pinilik, pian niganggan to ray anak to tan saray kabyangay boleg to ya ontoluk irad siak diad panggawa ray kaptekan tan katonungan. No gawaen da ya, sumpalen koy amin ya insipan kod sikato.”"
Genesis,18,20,"Insan inkuan na Katawan ed kinen Abraham, “Makapataktakot iray dalem ed siak sumpad Sodoma tan Gomorra, tan balbaleg so kasalanan da."
Genesis,18,21,"Nakaukolan ya onakseb ak, ta kabaten ko no tua kasi o andi ira yan nadngelan kon dalem.”"
Genesis,18,22,"Linma la ra may duaran lalaki tan amaarap irad Sodoma, balet tinmilak so Katawan ed kinen Abraham."
Genesis,18,23,"Sinmingger si Abraham ed Katawan tan inkuanto, “Talaga sirin a deralen mo ray matonung a totoo, pati saray maoges?"
Genesis,18,24,"No wala bilang ed siudad so limamplon totoo a matonung, deralen mo nin siansiay intiron siudad? Ag mo kasi palabasen, pian nilaban ira may limamplo?"
Genesis,18,25,"Andi-duaruwan ag mo pipatey iray matonung ed saray maoges. Ag nayarin balut a gawaen moy ontan. Ta no gawaen mo, napidusa ray matonung ed saray maoges. Ag nayarin balut! Ag ta matonung so huis na intiron mundo?”"
Genesis,18,26,"Inmebat so Katawan , “No walay narumog kon limamplon matonung a totoo ed Sodoma, ag ko la deralen so intiron siudad lapud sikara.”"
Genesis,18,27,"Nansalita lamet si Abraham, “Pasinsiaan mo pa lay tepel na linawak a misalita lamet ed sika, Katawan . Sakey ak labat a too, tan anggapoy kanepegan kon onkerew."
Genesis,18,28,"Balet nayarin wala rad may apataplo tan liman totoo a matonung, aliwan limamplo. Deralen mo kasiy intiron siudad lapud kulang na limarad limamplo?” Inmebat so Katawan , “No walay narumog kon apataplo tan liman totoo a matonung, ag ko la deralen lapud sikara.”"
Genesis,18,29,"Nansalita lamet si Abraham, “No bilang ta apataplo ra, deralen mo ni kasi?” Inmebat, “No walad may apataplo, ag ko la deralen lapud sikara.”"
Genesis,18,30,"Inkuanen Abraham, “Ag ka komun mamapasnuk, Katawan, ta mansalita ak lamet. No bilang ta talomplo ra, deralen mo ni?” Inmebat, “No walad may talomplo, ag ko deralen lapud sikara.”"
Genesis,18,31,"Inkuanen Abraham, “Pasinsiaan mo pa lay tepel na linawak, ta mikasi ak lamet ed sika, Katawan. No bilang ta dogduamplo ra, deralen mo ni?” Inmebat, “No walad may narumog kon duamplon matonung, ag ko la deralen lapud sikara.”"
Genesis,18,32,"Inkuanen Abraham, “Ag ka komun mamapasnuk, Katawan, ta mikasi ak nin maminsan. No bilang ta samsamploray narumog diman a matonung?” Inmebat, “No walay samplora, ag ko deralen lapud sikara.”"
Genesis,18,33,"Kasumpal na Katawan ya akisalitad kinen Abraham, linma la tan sinmempet met lay Abraham."
Genesis,19,1,"Nen sinmabid saman a labi ed Sodoma ira may duaran anghil, manyodyorung si Lot ed puirtay siudad. Kanengneng tod sikara, inmalagey tan inabet to ra. Dinmakmomo ya anggad dalin so lupa to"
Genesis,19,2,"tan inkuanto, “Wadya ak a manlingkur ed sikayo. Tuloy kayod abung ko. Diman ki la manoras na sali yo tan onogip. Diad kabwasan, nayarian yoy ombangon a masakbay, insan ki la onsiput.” Balet inmebat ira, “Andi, dia lad plasay ogipan mi.”"
Genesis,19,3,"Pinilit to ran ondawes ed abung to, kanyan akila rad sikato. Ingganggan nen Lot iray aripen to a manggawa ray tinapay tan mangiparaan ira na maung a pandeman na saray bisita; nen nisaklang lay lamisaan, angan ira."
Genesis,19,4,"Kasakbayan ya ondokul ira may bisita, niliktub na saray lalakin taga Sodoma so abung. Wadman ya amin iray lalakin tagad man, matakken may malangwer."
Genesis,19,5,"Inkulyaot dad kinen Lot, “Kawalaan da ra may lalakin mioogip ed abung mo? Ipaway mo ra dia, ta labay mi ran piakdulan.”"
Genesis,19,6,"Pinmaway si Lot, insan inkaput toy puirta."
Genesis,19,7,"Inkuantod sikara, “Agagi, kerewen kod sikayon ag yo komun gagawaen so ontan lan kaogsan."
Genesis,19,8,Walay duaran anak kon mamarikit. Ipaway ko ra tan gawa yod sikaray labay yo. Balet ag yo didiwiten ira yan lalaki; bisitak irad abung ko tan nepeg ko ran iyagel.”
Genesis,19,9,"Balet inkuanda, “Palabas mo kami, sikan sangkaili! Siopa kan mangibagay gawaen mi? Paliis ka, no andi maoges niy gawaen mid sika nen say sikara.” Intolak day Lot, ta pasooten da lan lokasay puirta."
Genesis,19,10,"Balet ginoyur na saramay duaran bisita si Lot, inloob dad abung, tan inkaput day puirta."
Genesis,19,11,"Insan da binulag ira may amin a lalakin walad paway, kanyan ag da napogta so puirta."
Genesis,19,12,"Inkuanda ra may duaran lalaki ed kinen Lot, “No walay siopaman a wadya—saray anak mon lalaki tan bibii, saray manugang mo, tan arum ni ran kakanayon mo a manaayam diad siudad—ipaway mo ra,"
Genesis,19,13,"ta deralen mi yan lugar. Nadngel na Katawan iray makapataktakot a dalem a sumpad sarayan totoo, kanyan imbaki to kamin maneral ed Sodoma.”"
Genesis,19,14,"Linmay Lot ed saramay lalakin mangasawad saray anak to, tan inkuanto, “Ganatan yoy onekal dia; deralen na Katawan yan lugar.” Balet abaloan dan manlulurey si Lot."
Genesis,19,15,"Diad palbangon, impangganat na saramay anghil si Lot. “Ganatan mo!” inkuanda. “Awit moy asawam tan saray duaran marikit mo, pian ag kayo ompatey no naderal so siudad.”"
Genesis,19,16,"Siansian ngalngali ag onalis si Lot. Balet kinasian na Katawan , kanyan saramay lalaki binembenan dad lima si Lot, say asawa to, tan saray duaran marikit ya anak to, tan inggayugoy da ran impaway ed siudad."
Genesis,19,17,"Insan inkuan na sakey ed saramay anghil, “Ilaban yoy bilay yo! Ag kayo onlilingaw ed nanlapwan yo tan ag kayo ontotondad patar. Batik kayod kapokdulan, pian ag kayo ompatey.”"
Genesis,19,18,"Balet inmebat si Lot, “Andi, ag mo kari pagagawa tan ed sikami."
Genesis,19,19,"Balbaleg lay utang na linawak ed sika, ta inlaban moy bilay ko. Balet arawdawi ra may kapokdulan; aboten ak lamlamang na deral tan ompatey ak kasakbayay isabik diman."
Genesis,19,20,Nanenengneng mo may melag a baley ay? Asingger iman a batikan ko. Abuloyan mo pan diman lay batikan ko—sankanengneng mon melmelag iman a baley—balet nilaban diman so bilay ko!”
Genesis,19,21,"Inmebat, “On, abuloyan ko. Ag ko deralen iman a baley."
Genesis,19,22,"Ganatan mo! Batik kad man! Anggapoy nagawaan ko ya anggad pakasabim diman.” Lapud imbaga nen Lot a melag iman a baley, atawag na Zoar."
Genesis,19,23,Ompapaway so agew nen sinmabid Zoar si Lot.
Genesis,19,24,"Kabebekta say Katawan pinaoran toy manliub ya asupri ed saray siudad na Sodoma tan Gomorra,"
Genesis,19,25,"tan dineral to ra tan say intiron patar, pati amin a totood man tan amin ya ontutubod dalin."
Genesis,19,26,"Balet say asawa nen Lot linmingaw ed nanlapwan to, kanyan nagmaliw a pongul ya asin."
Genesis,19,27,"Diad kabkabwasan ed ontombuk ya agew, ginangganatan nen Abraham so onlad samay pasen a nanalageyan tod arap na Katawan ."
Genesis,19,28,"Inosdungan to ray siudad na Sodoma tan Gomorra tan samay intiron patar, et anengneng ton manlalapud man so asewek, a singa asewek a manlalapud baleg ya ornowan."
Genesis,19,29,"Balet nen dineral na Dios iray siudad na saman a patar a panaayaman nen Lot, ag to nilingwanay Abraham, kanyan inabuloyan ton nibatikan nen Lot so deral."
Genesis,19,30,"Lapud antakot si Lot a manayam ed Zoar, linmad kapokdulan a kaiba to ra may anak ton mamarikit, tan diman ira nanayam ed sakey ya ongib."
Genesis,19,31,"Inkuan na pangulowan ed samay yogtan to, “Onmamasiken lay ama ta, tan anggapo lad intiron mundo iray lalakin mangasawad sikata, pian mananak ita."
Genesis,19,32,"Bueken tay ama ta, akdulan ta, pian mananak ita.”"
Genesis,19,33,"Diad saman a labi initdan day alak, tan inakdulan na samay pangulowan ya anak to; balet diad inkabwek ton maung ag to amtay agawa."
Genesis,19,34,"Nen ontombuk ya agew inkuanto may pangulowan, “Inakdulan ko kalabyan si ama ta; bueken ta lamet ed sayan labi, tan gawam so singa ginawak. Nawalaan tad satay sansakey ya anak.”"
Genesis,19,35,"Kanyan diad saman a labi, binwek da lamet si ama ra, tan inakdulan na samay yogtan; balet diad inkabwek ton maung ag to amtay agawa."
Genesis,19,36,"Diad saya nanlokun ira may duaran bibiin anak nen Lot, lapud impiakdul dad ama ra."
Genesis,19,37,"Nananak na laki may pangulowan, tan inngaran to na Moab; sikatoy sengeg ya anggad natan na saray Moabita."
Genesis,19,38,"Nananak met na laki may yogtan, tan inngaran to na Benami; sikatoy sengeg ya anggad natan na saray Ammonita."
Genesis,20,1,"Manlapud Mamre inmalis si Abraham ed bandad abalaten a parti na Canaan, tan nanayam ed nanleetay Cades tan Sur. Ag abayag, nen manaayam ed Gerar,"
Genesis,20,2,imbaga ton agi toy Sara ya asawa to. Kanyan impaawit nen Ari Abimelec na Gerar si Sara.
Genesis,20,3,"Aminsan a labi pinmayawar ed kogip to so Dios a kuanto, “Ompatey ka, ta inalam so biin wala lay asawa to.”"
Genesis,20,4,"Balet ag inabayan nen Abimelec si Sara, kanyan inkuanto, “Katawan, anggapoy kasalanan ko! Dusaen mo ak tan saray totoo?"
Genesis,20,5,"Si Abraham a dili so angibagad siak ya agi toy Sara, tan imbaga met nen Sara ya agi toy Abraham. Malinis so konsinsiak a nanggawad saya, tan anggapoy maoges a ginawak.”"
Genesis,20,6,"Inmebat so Dios diad panamegley na kogip, “On, amtak a malinis so konsinsiam ed impamaawit mo, kanyan ag ko inyabuloy a diwiten mo, pian ag ka mankasalanan ed siak."
Genesis,20,7,"Ipawil mo la sirin imay bii ed dilin asawa to; say asawa ton propita ipikasi to kan ag ompatey. Balet no ag mo ipawil, pasakbayan ta kan ompatey ka, sika tan saray totoom.”"
Genesis,20,8,"Diad kabkabwasan ed ontombuk ya agew, tinawag nen Abimelec ya amin iray opisyal to tan imbalita toy agawa; mapalaloy inkataktakot da."
Genesis,20,9,"Insan tinawag nen Abimelec si Abraham tan inkuanto, “Antoy ginawam ed sikami? Antoy maoges a ginawak ed sika, et inter mo yan segsegang ed siak tan say nanarian ko? Aliwan manepeg so ginawam ed siak!"
Genesis,20,10,Akin et ginawam so onya?”
Genesis,20,11,"Inmebat si Abraham, “Abaloan kon anggapo diay ontatakot ed Dios, kanyan apagaan ak ta ompan pateyen da ak pian naala ray asawak."
Genesis,20,12,"Diad tuay tua, sikatoy agik ta saksakey so ama mi, balet sananey so ina to. Anggaman ontan, sikatoy inasawak."
Genesis,20,13,"Kanyan nen say Dios et pinataynan to ak ed abung di amak tan pinaonla to ak ed sananey iran dalin, inkuankod kinen Sara, ‘Nipanengneng moy katooran mod siak diad pangibagam ed siopaman ya agi mo ak.’”"
Genesis,20,14,"Insan impawil nen Abimelec si Sara ed kinen Abraham; initdan to met na saray baka, karniro, tan saray aripen."
Genesis,20,15,"Inkuantod Abraham, “Niay intiron dalin ko; manayam kad inerman a pasen a labay mo.”"
Genesis,20,16,"Inkuantod kinen Sara, “Itdan koy agim na sanlibon pilak a pakanengnengan na amin a kaibam ya anggapoy kasalanan mo; naamtaan na amin ed satan ya anggapoy maoges a ginawam.”"
Genesis,20,17,"Lapud samay agawad kinen Sara ya asawa nen Abraham, say Katawan ginawa to ya ag makapanlokun iray bibii a walad abung nen Abimelec."
Genesis,20,18,"Kanyan impikasi nen Abraham si Abimelec, tan pinaabig na Dios. Pinaabig to met so asawa nen Abimelec tan saray bibiin aripen to, pian makapananak ira."
Genesis,21,1,"Binindisionan na Katawan si Sara, onung na insipan to."
Genesis,21,2,"Nanlokun tan nananak na sakey a laki ed kinen Abraham nen masiken la, tan diad samay panaon ya imbagay Dios."
Genesis,21,3,Inngaran nen Abraham imay ogaw na Isaac.
Genesis,21,4,"Nen waloy agew to, sinegat nen Abraham, onung na ingganggay Dios."
Genesis,21,5,Sanlasus taon la nen Abraham nen nianak si Isaac.
Genesis,21,6,"Inkuanen Sara, “Makapagayaga tan makapalek so ginaway Dios ed siak; siopamay makadngel ed saya mielek met ed siak.”"
Genesis,21,7,"Insan inkuanto ni, “Wala kasiy akakpel ya angibagad kinen Abraham a mampasuso ak niy ogaw? Anggaman ontan, nananak kami na sakey a laki, anta matakken lay masiken ko.”"
Genesis,21,8,"Binmaleg imay ogaw tan diad agew ya impamaksod sikato, nantaryay baleg a ponsia si Abraham."
Genesis,21,9,Aminsan ya agew si Ismael a lakin anak nen Agar ya Egipsia ed kinen Abraham et migagalaw ed kinen Isaac ya anak nen Sara.
Genesis,21,10,"Anengneng ya nen Sara tan inkuantod kinen Abraham, “Pataynan mo yan aripen a bii tan say anak to. Ag nayarin say anak to et miapag ed kayamanan mo a tawiren nen Isaac ya anak ko.”"
Genesis,21,11,"Lapud saya agunigon na baleg si Abraham, ta anak to met si Ismael."
Genesis,21,12,"Balet inkuan na Dios ed sikato, “Ag mo panggugunigonan so ogaw tan say aripen mon si Agar. Gawam so antokaman ya ibabaga nen Sara, ta si Isaac so panlapwan na saray kabyangay boleg mon insipan kon iter ed sika."
Genesis,21,13,"Itdan ko met na amayamay ya anak so anak mod samay aripen a bii, pian magmaliw iran sakey a bansa, ta anak mo met lanti si Ismael.”"
Genesis,21,14,"Diad kabkabwasan ed ontombuk ya agew, initdan nen Abraham si Agar na kakanen tan supot a katat a napnoy danum. Inlira to ra ya tan samay ogaw ed beneg nen Agar, insan to la ra pinasiput. Tinmaynan si Agar, insan nanakar-akar ed kalawakan na Beer-seba."
Genesis,21,15,"Nen naoput la may danum a balun to, intilak to may ogaw ed silong na kiew ya abeba,"
Genesis,21,16,"insan to inyorung ed pasen a sakey a siamaploy mitro so kinaarawi to. Inkuantod sikaton dili, “Ag ko nitepel a nengnengen so ipatey na anak ko.” Nen wadman a manyodyorung, ginapwan toy inmakis."
Genesis,21,17,"Arengel na Dios so panaakis na samay ogaw, tan manlapud tawen inkuan na sakey ya anghil na Dios ed kinen Agar, “Antoy panggugunigonan mo, Agar? Ag ka natatakot. Arengel na Dios so panaakis na ogaw."
Genesis,21,18,"Alagey ka, laka ta alam, tan ligliwam. Gawaen kon baleg a bansa ray kabyangay boleg to naani.”"
Genesis,21,19,"Inlokas na Dios iray mata nen Agar, et anengneng toy sakey a bobun. Linma tan pinano toy danum imay katat a supot, insan to pinainom imay ogaw."
Genesis,21,20,"Diad ibabaleg na samay ogaw, walad sikatoy Dios; nanayam ed kalawakan na Paran tan nagmaliw a maung ya umaanop."
Genesis,21,21,Inalaan nen ina to na biin Egipsia ya asawaen to.
Genesis,21,22,"Diad saman a panaon inawit nen Abimelec si Ficol a pangulo na saray sondalo to, linma rad kinen Abraham tan inkuanen Abimelec, “Walad sikay Dios ed antokaman a gagawaen mo."
Genesis,21,23,"Kanyan mansamba ka dia ed imatun na Dios ya ag mo kami papalikdoen, siak, saray anak ko, tan saray kabyangay boleg ko. Matoor ak ed sika, kanyan isipan mon matoor ka met ed siak tan diad sayan dalin a panaayaman mo.”"
Genesis,21,24,"Inkuanen Abraham, “On, sambaan ko.”"
Genesis,21,25,Nanriklamoy Abraham ed kinen Abimelec nipaakar ed bobun a sinamsam na saray aripen nen Abimelec.
Genesis,21,26,"Inkuanen Abimelec, “Ag ko amta no siopay nanggawad saya. Ag mo met imbagad siak, tan natan ko ya labat nadngelan.”"
Genesis,21,27,"Insan initdan nen Abraham si Abimelec na pigaran karniro tan baka, tan nampaknaan iran dua."
Genesis,21,28,"Angibiig si Abraham na pitoran kordiron kabatyan ed saray karniro to,"
Genesis,21,29,"kanyan tinepet nen Abimelec, “Akin et ginawam itan?”"
Genesis,21,30,"Inmebat si Abraham, “Awat mo pa yan pitoran kordiro. Diad pangawat mo akoen mon siak so nankotkot ed sayan bobun.”"
Genesis,21,31,"Kanyan atawag iman a pasen na Beer-seba, ta dimay nampaknaan dan dua."
Genesis,21,32,"Kasumpal dan nampaknaan ed Beer-seba, pinmawil la rad Filistia di Abimelec tan Ficol."
Genesis,21,33,"Angitanem si Abraham na sakey a kiew a tamariski ed Beer-seba, tan inggalang toy Katawan , say andi-anggaan a Dios."
Genesis,21,34,Abayag a nanayam ed Filistia si Abraham.
Genesis,22,1,"Ag abayag, sinubok na Dios si Abraham; tinawag to, “Abraham!” “Wadya ak,” ebat nen Abraham."
Genesis,22,2,"“Alam so anak mo,” inkuan na Dios, “say bogbogtung ya anak mon si Isaac ya inararom a tuloy, tan lakad dalin na Moria. Diman mo ibagat ed siak si Isaac diad tagey na palandey ya itorok ed sika.”"
Genesis,22,3,"Diad kabkabwasan na ontombuk ya agew, nambelang si Abraham na kiew a para bagat, intapew tod asno to, tan intagar toy Isaac tan saray duaran aripen to. Ginapwan day amaarap ed samay pasen ya imbagay Katawan ."
Genesis,22,4,Nen kumatlon agew abantag nen Abraham imay pasen.
Genesis,22,5,"Insan inkuantod saramay aripen to, “Dia kayo tan sayay asno. Onla ak tan sayay ogaw ed saman a pasen, ta mangigalang kamid Dios, insan mi kayo dia pawilen.”"
Genesis,22,6,"Impasakbat nen Abraham ed kinen Isaac imay kiew a para bagat; sikato balet awit toy yuro tan ngalab a pamarlang da. Nen manaakar ira,"
Genesis,22,7,"inkuanen Isaac, “Ama!” “Anto man, anak?” ebat to. Tinepet nen Isaac, “Nanenengneng kon walay ngalab tan kiew, balet kawalaay kordiron ibagat?”"
Genesis,22,8,"Inmebat si Abraham, “Say Dios a dili so mangiter na kordiro ya ibagat.” Intuloy day panaakar da."
Genesis,22,9,"Kasabi rad samay pasen ya imbagay Katawan , nanggaway Abraham na altar, tan inoksuy tod tapew to imay kiew. Binalur toy anak to, insan to inyan ed tapew na samay kiew."
Genesis,22,10,"Inala to may yuro, ta pateyen to."
Genesis,22,11,"Balet tinmawag a manlapud tawen so anghil na Katawan , “Abraham, Abraham!” Inmebat, “Wadya ak.”"
Genesis,22,12,"“Ag mo didiwiten itay ogaw o panggawaan na antokaman,” inkuanto. “Amtak natan ya oonuren tan gagalangen moy Dios, ta ag mo insiblet ed siak so bogbogtung ya anak mo.”"
Genesis,22,13,"Linmingaw-lingaw si Abraham tan anengneng toy sakey a karniron kalakyan a say saklur to et nipanget ed abeban kiew. Inala to tan sikatoy insaklang ton bagat a popoolan, aliwa lan samay anak to."
Genesis,22,14,"Inngaran nen Abraham iman a pasen na “Say Katawan so Mangiter.” Tan anggad natan, ibabalikas na totoo, “Mangiter so Katawan diad palandey to.”"
Genesis,22,15,"Tinmawag lamet a manlapud tawen imay anghil na Katawan ed kinen Abraham,"
Genesis,22,16,"“Sambaan kod dilin ngaran ko—say Katawan so mansasalita—a bindisionan ta ka na amayamay a kaabigan. Lapud ginawam ya, tan ag mo insiblet ed siak so bogbogtung ya anak mo,"
Genesis,22,17,isipan ko ya itdan ta ka ray kabyangay boleg mo a singa karakel na bitewen ed tawen o buer ed gilig na dayat. Taloen na saray kabyangay boleg mo iray kalaban da.
Genesis,22,18,Nabindisionan iray amin a bansad mundo a singa impamindision kod saray kabyangay boleg mo—lapud inonur moy ganggan ko.”
Genesis,22,19,"Pinawil nen Abraham ira may aripen to, linma rad Beer-seba tan nanayam diman si Abraham."
Genesis,22,20,Ag abayag nadngelan nen Abraham a si Milca et walay waloran anak ton lalaki ed kinen Nacor ya agi nen Abraham:
Genesis,22,21,"si Uz a sikatoy pangulowan, si Buz, si Kemuel ya ama nen Aram,"
Genesis,22,22,"si Kesed, si Hazo, si Pildas, si Jidlaf, tan si Betuel."
Genesis,22,23,(Si Betuel so ama nen Rebeca.) Inaanak nen Milca ra yan walon lalaki ed kinen Nacor ya agi nen Abraham.
Genesis,22,24,"Si Reuma a biin inamung nen Nacor et inaanak to ra di Tebal, Gaham, Tahas, tan Maaca."
Genesis,23,1,Nambilay si Sara na sanlasus tan duamplo tan pitoy taon.
Genesis,23,2,"Inatey ed Hebron diad dalin na Canaan tan lapud saya, nanermen si Abraham."
Genesis,23,3,"Tinaynan toy pasen a kawalaay bangkay nen asawa to, linmad saray Heteo, tan inkuanto,"
Genesis,23,4,“Sangkaili ak dian miaayam ed sikayo; lakoan yo ak pa na dalin a pangipomponan kod asawak.”
Genesis,23,5,"Inmebat ira,"
Genesis,23,6,"“Dengel kad sikami. Bibirbiren mi kan makapanyarin pangulo; ipompon moy asawam ed sankamaungan a lobuk mi. Maliket so anggan siopad sikami a mangiter na lobuk, pian nipompon moy asawam.”"
Genesis,23,7,Inmalagey si Abraham tan tinmuek ed arap da
Genesis,23,8,"tan inkuanto, “No iyabuloy yod siak ya ipompon ko diay asawak, kerew yo pad kinen Efron, a lakin anak nen Zohar,"
Genesis,23,9,"ta ilako tod siak so Ongib na Macpela, a walad samput na alog to. Bayaran koy intiron bili to, diad arap yo, pian nakayaryan kon para panangipomponan.”"
Genesis,23,10,"Wadman si Efron a manyodyorung a kaiba to ray Heteo ed pasen a pandaragupay totoo, diad puirtay siudad; inmebat a sankarengel na amin a wadman,"
Genesis,23,11,"“On, iter kod sika may ongib tan pati samay alog a kawalaan to. Diad arap da ray kakanayon ko, iter kod sika pian nipompon moy asawam.”"
Genesis,23,12,Balet tinmuek si Abraham ed arap da
Genesis,23,13,"tan inkuantod kinen Efron a sankarengel na amin, “No ontan sirin, dengel yo ak pa. Saliwen ko la sirin so intiron alog. Nia so bayar to; natan ipompon ko lad man so asawak.”"
Genesis,23,14,"Inmebat si Efron,"
Genesis,23,15,“Mambili labat na apat a lasus a kuartan pilak iman a dalin—piga met la yad sikatan dua? Ipompon mod man so asawam.”
Genesis,23,16,"Inmabuloy si Abraham tan sinimbang to may bili ya imbaga nen Efron a sankarengel na saray totoo—apat a lasus a kuartan pilak, onung na panagsimbang na saray nigosianti."
Genesis,23,17,"Onya so impakakayaryan nen Abraham ed samay alog nen Efron ed Macpela, diad nibokig na Mamre. Kaiba toy ongib tan amin a kiew diman."
Genesis,23,18,Binirbir na amin da ra may Heteo ya akaimatun ed tongtongan a kayaryan la nen Abraham iman a pasen.
Genesis,23,19,Insan imponpon nen Abraham si asawa ton Sara ed saman ya ongib ed alog na Macpela a nibokig na Mamre ed dalin na Canaan.
Genesis,23,20,"Kanyan samay alog tan samay ongib a wadman, a kayaryan nen saman na saray Heteo, et nagmaliw a kayaryan nen Abraham tan ginawa ton panangipomponan."
Genesis,24,1,"Masikesiken lay Abraham, tan binindisionay Katawan ed amin a ginagawa to."
Genesis,24,2,"Inkuantod sankatakkenan ya aripen to a makaoley ed amin a kayaryan to, “Iyan moy limam ed nanleetan na saray ulpok tan mansamba ka."
Genesis,24,3,"Labay kon isambam, diad ngaray Katawan , say Dios na tawen tan dalin, ya ag ka mampipili na asawaey anak ko ed saray totoo diad Canaan a panaayaman ko."
Genesis,24,4,"Nakaukolan ya onla kad bansan nianakan ko, ta iyalaan moy Isaac ya anak ko na asawaen to diad saray kakanayon ko.”"
Genesis,24,5,"Balet tinepet to may aripen, “No bilang ta ag milad siak dia so biin naalmok, antoy gawaen ko? Itagar ko kasiy anak mo ed dalin a nanlapwan mo?”"
Genesis,24,6,"Inmebat si Abraham, “Aleg! Ag mon balut papaonlaen diman so anak ko."
Genesis,24,7,"Say Katawan a Dios na tawen pinaekal to ak ed abung di amak tan diad dalin da ray kakanayon ko, tan sinambaan tod siak ya iter to yan dalin ed saray kabyangay boleg ko. Mangibaki na anghil to ya ononan onla nen say sika, pian makala kad man na asawaen na anak ko."
Genesis,24,8,"No say bii et ag milad sika, ag mo la totooren yan sipan mo. Balet, anggan antoy nagawa, ag mo papaonlaen diman so anak ko.”"
Genesis,24,9,"Kanyan inyan na samay aripen so lima to ed nanleetan na saray ulpo nen Abraham ya amo to, tan sinambaan to a sumpalen to may pagagawa nen Abraham."
Genesis,24,10,"Samay aripen, a makaoley ed kayaryan nen Abraham, angala na samploran kamilyo nen amo to, pinano toy beneg da na mabmabli ran rigalo, insan linmad siudad a nanayaman nen Nacor diad baybay na Mesopotamia."
Genesis,24,11,"Kasabi tod abay na bobun a walad paway na siudad, pinatalimukor to ra may kamilyo. Ngarem lad saman tan sikatoy oras ya ipapaway da ray bibii ya onasul."
Genesis,24,12,"Nampikasi may aripen, “ Katawan a Dios nen amok ya Abraham, maung komun so pansumpalan to yan akar ko natan, tan toor mo pay sipan mod amok."
Genesis,24,13,"Wadya ak ed abay na bobun, a diay asulan na saray mamarikit ed siudad."
Genesis,24,14,"Ikuankod sakey ed sikara, ‘Iyepas mo pay boyug mo, ta miinom ak.’ No ikuanto, ‘Inom ka, tan painomen ko met iray kamilyom,’ sikato komuy pinilim a para aripen mon si Isaac. No onyay nagawa, naamtaan kon tinoor mo so sipan mod kinen amok.”"
