book,chapter,verse,text_Tagalog,text_Cebuano
Genesis,18,10,"At sinabi ng isa, “Ako ay tiyak na babalik sa iyo sa tamang panahon, at si Sara na iyong asawa ay magkakaanak ng isang lalaki.” Si Sara noon ay nakikinig sa may pintuan ng tolda na nasa likuran niya.","Unya siya miingon, “Mobalik gayod ako kanimo kon moabot na ang panahon ug tan-awa, si Sarah nga imong asawa makabaton ug usa ka anak nga lalaki.” Ug si Sarah naminaw didto sa pultahan sa tolda nga diha sa likod ni Abraham."
Genesis,18,11,Sina Abraham at Sara ay kapwa matanda na at lipas na sa panahon. Si Sara ay hindi na dinadatnan ng tulad ng likas sa mga babae.,Karon si Abraham ug si Sarah tigulang na sila kaayo. Mihunong na kang Sarah ang naandang kinaiya sa mga babaye.
Genesis,18,12,"Nagtawa si Sara sa kanyang sarili, na sinasabi, “Pagkatapos na ako'y tumanda at matanda na rin ang asawa ko, magkakaroon pa ba ako ng kasiyahan?”","Busa mikatawa si Sarah sa iyang kaugalingon nga nag-ingon, “Karon na hinuon nga ako tigulang na, ug ang akong bana tigulang na usab, aduna pa ba akoy kalipay?”"
Genesis,18,13,"At sinabi ng Panginoon kay Abraham, “Bakit tumawa si Sara, na sinasabi, ‘Tunay kayang ako'y manganganak, kahit matanda na ako?’”","Unya ang Ginoo miingon kang Abraham, “Nganong mikatawa si Sarah nga miingon, ‘Tinuod ba gayod nga ako manganak, karon nga tigulang na ako?’"
Genesis,18,14,"“Mayroon bang anumang bagay na napakahirap sa Panginoon ? Sa takdang panahon ay babalik ako sa iyo, sa tamang panahon, at si Sara ay magkakaanak ng isang lalaki.”","Aduna bay mga butang nga lisod alang sa Dios? Sa gitakda nga panahon mobalik ako kanimo, sa tingpamulak, ug si Sarah makabaton ug usa ka anak nga lalaki.”"
Genesis,18,15,"Subalit nagkaila si Sara, na sinasabi, “Hindi ako tumawa,” sapagkat siya'y natakot. Ngunit sinabi ng Panginoon , “Hindi. Ikaw ay talagang tumawa.” Nakiusap si Abraham para sa Sodoma","Unya si Sarah milimod nga nag-ingon, “Wala ako mokatawa,” kay nahadlok man siya. Siya miingon, “Dili, mikatawa gayod ikaw.”"
Genesis,18,16,Tumindig mula roon ang mga lalaki at tumingin sa dakong Sodoma; at sinamahan sila ni Abraham upang ihatid sila sa daan.,Unya ang mga tawo mitindog gikan didto ug milantaw ngadto sa Sodoma ug si Abraham mikuyog sa paghatod kanila ngadto sa dalan.
Genesis,18,17,"At sinabi ng Panginoon , “Ililihim ko ba kay Abraham ang aking gagawin;","Ang Ginoo miingon, “Itago ba nako gikan kang Abraham ang akong buhaton,"
Genesis,18,18,"yamang si Abraham ay magiging isang dakila at makapangyarihang bansa, at ang lahat ng bansa sa lupa ay pagpapalain sa pamamagitan niya?","nga si Abraham mahimo man gayod nga usa ka dako ug lig-on nga nasod, ug diha kaniya panalanginan ang tanang mga nasod sa yuta?"
Genesis,18,19,"Hindi, sapagkat siya'y aking pinili upang kanyang tagubilinan ang kanyang mga anak at sambahayan pagkamatay niya, na maingatan ang daan ng Panginoon sa pamamagitan ng paggawa ng kabanalan at kahatulan; upang maibigay ng Panginoon kay Abraham ang ipinangako niya sa kanya.”","Dili, kay gipili nako siya aron magsugo sa iyang mga anak ug panimalay nga sunod kaniya aron magsubay sila sa dalan sa Ginoo , pinaagi sa pagbuhat sa pagkamatarong ug sa hustisya, aron ang Ginoo magpadangat kang Abraham niadtong gisaad kaniya.”"
Genesis,18,20,"Sinabi ng Panginoon , “Ang sigaw laban sa Sodoma at Gomorra ay malakas, at sapagkat ang kasalanan nila ay napakalubha,","Ug ang Ginoo miingon kaniya, “Tungod kay ang singgit batok sa Sodoma ug sa Gomora dako kaayo, ug tungod kay ang ilang sala hilabihan gayod ka bug-at,"
Genesis,18,21,at bababa ako ngayon at titingnan ko kung ginawa nga nila ang ayon sa sigaw na dumating sa akin; at kung hindi ay aking malalaman.”,"molugsong ako karon aron sa pagsusi kon gibuhat ba gayod nila ang tanan sumala sa singgit nga miabot kanako ug kon wala, mahibaloan ra nako.”"
Genesis,18,22,At ang mga lalaki ay lumayo mula roon at nagtungo sa Sodoma samantalang si Abraham ay nanatiling nakatayo sa harapan ng Panginoon . Ang Pamamagitan ni Abraham,Unya ang mga tawo miliko gikan didto ug mipaingon sa Sodoma apan si Abraham nagtindog pa sa atubangan sa Ginoo .
Genesis,18,23,"Lumapit si Abraham at nagsabi, “Ang mga banal ba ay iyong lilipuling kasama ng mga masama?","Unya miduol si Abraham ug miingon kaniya, “Laglagon ba usab nimo ang mga matarong uban sa mga daotan?"
Genesis,18,24,Halimbawang may limampung banal sa loob ng bayan; lilipulin mo ba at di mo patatawarin ang lugar na iyon alang-alang sa limampung banal na nasa loob noon?,"Pananglit adunay 50 ka matarong sa sulod sa siyudad, laglagon ba diay nimo ug dili nimo sayloan ang dapit tungod sa 50 ka matarong nga anaa sa sulod niini?"
Genesis,18,25,"Malayong gagawa ka ng ganito, na ang banal ay iyong pataying kasama ng masama, anupa't ang banal ay makatulad sa masama! Malayong mangyari iyan! Di ba gagawa ng matuwid ang Hukom ng buong mundo?”","Malayo unta kanimo ang pagbuhat sa ingon niana nga patyon nimo ang mga matarong uban sa mga daotan, ug nga sa ingon niana ang mga matarong mahisama sa mga daotan. Malayo unta kana kanimo! Dili ba nga ang Maghuhukom sa tibuok nga yuta magbuhat man sa matarong?”"
Genesis,18,26,"At sinabi ng Panginoon, “Kung makatagpo ako sa Sodoma ng limampung banal sa loob ng bayan, patatawarin ko ang buong lugar na iyon alang-alang sa kanila.”","Ug ang Ginoo miingon, “Kon makakita ako sa Sodoma ug 50 ka matarong sulod sa siyudad, sayloan nako ang tibuok nga dapit tungod kanila.”"
Genesis,18,27,"Sumagot si Abraham, at nagsabi, “Mangangahas akong magsalita sa Panginoon, akong alabok at abo lamang.","Si Abraham mitubag, “Ania karon, ako nangako sa pagsulti sa akong Ginoo, bisan ako abog ug abo lamang."
Genesis,18,28,"Kung sakaling magkukulang ng lima sa limampung banal, lilipulin mo ba ang buong bayan dahil sa limang kulang?” At sinabi niya, “Hindi ko lilipulin kung makatagpo ako roon ng apatnapu't lima.”","Pananglit, ang 50 ka matarong makulangan ug lima, laglagon ba nimo ang tibuok tungod niadtong lima nga nakulang?” Ug siya miingon, “Dili nako laglagon kon didto adunay 45.”"
Genesis,18,29,"At siya'y muling nagsalita sa kanya, at nagsabi, “Halimbawang may matatagpuang apatnapu.” At sinabi niya, “Hindi ko gagawin alang-alang sa apatnapu.”","Ug miusab siya sa pagsulti kaniya ug miingon, “Pananglit may makita didto nga 40.” Ug mitubag siya, “Dili nako kini buhaton tungod lamang sa 40.”"
Genesis,18,30,"Pagkatapos ay sinabi niya, “O huwag sanang magalit ang Panginoon, at ako'y magsasalita. Kung sakaling may matatagpuan doong tatlumpu.” At sinabi niya, “Hindi ko gagawin kung makakatagpo ako roon ng tatlumpu.”","Ug miingon siya, “Dili unta masuko ang akong Ginoo, ug ako mosulti. Pananglit may makita didto nga 30.” Ug siya mitubag, “Dili nako buhaton kini kon adunay 30 nga makita didto.”"
Genesis,18,31,"At kanyang sinabi, “Ako'y mangangahas magsalita sa Panginoon. Kung sakaling may matatagpuan doong dalawampu.” At sinabi niya, “Hindi ko lilipulin alang-alang sa dalawampu.”","Ug miingon siya, “Tan-awa, nangako ako sa pagsulti sa akong Ginoo. Pananglit may 20 nga makita didto.” Siya mitubag, “Dili nako kini laglagon tungod sa 20.”"
Genesis,18,32,"Pagkatapos ay sinabi niya, “O huwag magalit ang Panginoon at magsasalita na lamang akong minsan; kung sakaling may matatagpuan doong sampu.” At sinabi niya, “Hindi ko lilipulin alang-alang sa sampu.”","Ug siya miingon, “Dili unta masuko karon ang akong Ginoo kon mosulti ako sa makausa na lang. Pananglit may napulo nga magkaplagan didto.” Mitubag siya, “Dili nako kini laglagon tungod sa napulo.”"
Genesis,18,33,At umalis ang Panginoon pagkatapos na makipag-usap kay Abraham at si Abraham ay nagbalik sa kanyang lugar.,"Ug mipadayon ang Ginoo sa paglakaw human siya makigsulti kang Abraham, ug si Abraham mipauli sa iyang dapit."
Genesis,19,1,Dumating ang dalawang anghel sa Sodoma nang nagtatakipsilim na. Si Lot ay nakaupo sa pintuang-bayan ng Sodoma. Sila'y nakita ni Lot at tumindig upang salubungin sila; at iniyukod ang kanyang mukha sa lupa.,"Unya ang duha ka anghel miabot didto sa Sodoma sa pagkagabii ug si Lot naglingkod didto sa ganghaan sa Sodoma. Sa dihang nakita sila ni Lot, mitindog siya sa pagdawat kanila ug mihapa siya sa yuta."
Genesis,19,2,"At sinabi, “Ngayon mga panginoon ko, hinihiling ko sa inyo na kayo'y bumalik at tumuloy sa bahay ng inyong lingkod, at magpalipas ng gabi, at maghugas ng inyong mga paa, at sa madaling araw ay magsibangon kayo at magpatuloy ng inyong paglakad.” Kanilang sinabi, “Hindi, sa lansangan kami magpapalipas ng buong magdamag.”","Ug siya miingon, “Naghangyo ako kaninyo, akong mga agalon, mohapit una kamo sa balay sa inyong ulipon ug magpalabay sa kagabhion ug manghugas kamo sa inyong mga tiil ug sa pagkabuntag mamangon kamo ug sayo ug mopadayon sa inyong paglakaw.” Ug sila mitubag, “Dili, kay sa dalan lamang kami magpalabay sa kagabhion.”"
Genesis,19,3,"Ngunit kanyang pinilit nang husto kaya't sila'y nagsipasok sa kanyang bahay. Sila'y kanyang ipinaghanda, ipinagluto ng mga tinapay na walang pampaalsa, at sila ay kumain.",Apan siya namugos gayod kanila ug sila miuban kaniya ug miadto una sila sa iyang balay ug sila gihikayan niya ug nagluto siya ug pan nga walay patubo ug nangaon sila.
Genesis,19,4,"Subalit bago sila nagsihiga, ang mga lalaki ng lunsod, ang mga lalaki sa Sodoma, maging mga bata at matanda, lahat ng mga tao hanggang sa pinakahuling tao, ay pumalibot sa bahay.","Apan sa wala pa sila makahigda, ang balay ni Lot gilibotan sa mga tawo sa siyudad, sa mga tawo sa Sodoma, mga batan-on ug mga tigulang, sa tanang mga tawo gayod."
Genesis,19,5,"Kanilang tinawagan si Lot at sinabi, “Saan naroon ang mga lalaking dumating sa iyo nang gabing ito? Ilabas mo sila sa amin upang makilala namin sila.”","Unya ilang gitawag si Lot, “Hain ba ang mga tawo nga mianhi kanimo karong gabii? Pagulaa sila nganhi kanamo aron kami makighilawas kanila.”"
Genesis,19,6,"Lumabas si Lot sa pintuan upang humarap sa kanila, at isinara ang pinto sa likuran niya.","Unya si Lot migula sa pultahan ngadto kanila, ug gitakpan niya ang pultahan sa likod niya."
Genesis,19,7,"At sinabi niya, “Mga kapatid ko, nakikiusap ako na huwag kayong gumawa ng ganyang kasamaan.","Ug miingon siya, “Naghangyo ako kaninyo, akong mga igsoon, nga dili kamo magbuhat sa hilabihan nga kadaotan."
Genesis,19,8,"Narito, may dalawa akong anak na babae na hindi pa nasipingan ng lalaki. Sila'y aking ilalabas sa inyo, at gawin ninyo sa kanila ang ayon sa inyong nais, huwag lamang ninyong gawan ng anuman ang mga lalaking ito, sapagkat sila'y nasa ilalim ng aking bubungan.”","Ania karon, ako adunay duha ka anak nga babaye nga wala pa makasinati ug lalaki. Akong pagulaon sila nganha kaninyo ug buhata ninyo ang inyong buot buhaton ngadto kanila, ayaw lamang ninyo hilabti kining mga tawo kay sila mianhi sa landong sa akong atop.”"
Genesis,19,9,"At sinabi nila, “Manatili ka diyan!” At sinabi pa nila, “Ang taong ito'y naparito bilang dayuhan, at ibig niyang maging hukom! Ngayon, gagawan ka namin ng higit na masama kaysa kanila.” At kanilang ipinagtulakan ang lalaking si Lot, at nagsilapit upang sirain ang pintuan.","Ug sila miingon, “Hawa diha.” Ug miingon pa gayod sila, “Kining tawhana mianhi sa pagpuyo ingon nga usa ka dumuduong, ug buot mahimong maghuhukom? Karon buhaton namo kanimo ang labi pang daotan kay kanila.” Ug gipugos nila pag-ayo ang tawo nga si Lot ug miduol sila aron sa paglungkab sa pultahan."
Genesis,19,10,Subalit iniunat ng mga lalaki ang kanilang kamay at binatak si Lot sa loob ng bahay at kanilang sinarhan ang pintuan.,Unya gikab-ot sa duha ka tawo si Lot ug gipasulod nila siya sa balay uban kanila ug gitakpan nila ang pultahan.
Genesis,19,11,"At binulag nila ang mga taong nasa pintuan ng bahay, maging maliit o malaki, anupa't hindi nila makita ang pintuan. Umalis si Lot sa Sodoma","Ug gibutaan nila ang mga tawo nga diha sa pultahan sa balay, gagmay ug dagko, ug nagsukarap sila sa pagpangita sa pultahan."
Genesis,19,12,"At sinabi ng mga lalaki kay Lot, “Mayroon ka pa ba ritong kasama? Paalisin mo sa lugar na ito ang iyong mga manugang na lalaki at mga anak na lalaki at babae, o sinuman sa mga kasamahan mo sa lunsod.","Unya ang mga tawo miingon kang Lot, “Aduna ka pa bay laing kauban dinhi, mga umagad nga lalaki ug mga anak nga babaye ug bisan kinsa dinhi sa siyudad? Pagawasa sila gikan dinhi,"
Genesis,19,13,Sapagkat malapit na naming lipulin ang lugar na ito dahil sa napakalakas na ng sigaw laban sa bayang ito sa harap ng Panginoon ; at kami ay sinugo ng Panginoon upang ito ay aming lipulin.”,"kay laglagon namo kining dapita. Ang singgit batok sa katawhan niini midako atubangan sa Ginoo , busa ang Ginoo nagpaanhi kanamo aron sa paglaglag niini.”"
Genesis,19,14,"Kaya't si Lot ay lumabas at kinausap ang kanyang mga manugang na noon ay mapapangasawa ng kanyang mga anak na babae, at sinabi, “Tumindig kayo, magsialis kayo sa lugar na ito; sapagkat gugunawin ng Panginoon ang bayan.” Subalit ang akala ng kanyang mga manugang ay nagbibiro siya.","Unya migula si Lot ug misulti sa iyang mga umagaron nga buot mangasawa sa iyang mga anak nga babaye ug siya miingon kanila, “Panindog kamo, pahawa kamo niining dapita kay hapit na gayod laglagon sa Ginoo kining siyudara.” Apan nagtuo ang iyang mga umagaron nga siya nagtiaw lamang kanila."
Genesis,19,15,"Kinaumagahan, pinapagmadali ng mga anghel si Lot, na sinasabi, “Bumangon ka, isama mo ang iyong asawa at ang iyong dalawang anak na babae na narito, baka pati ikaw ay madamay sa parusa sa bayan.”","Sa pagbanagbanag sa kabuntagon, ang mga anghel mipadali kang Lot ug nag-ingon, “Tindog, kuhaa ang imong asawa ug ang imong duha ka anak nga babaye nga ania dinhi, aron dili kamo masunog uban sa pagsilot sa siyudad.”"
Genesis,19,16,"Subalit siya'y nagtagal. Kaya't dahil sa habag sa kanya ng Panginoon , hinawakan ng mga lalaki ang kanyang kamay at ang kamay ng kanyang asawa, at ang kamay ng kanyang dalawang anak na babae; at siya'y inilabas nila at iniwan sa labas ng bayan.","Apan siya naglangaylangay busa gikuptan siya sa mga tawo ug ang iyang asawa ug ang iyang duha ka anak nga babaye diha sa ilang mga kamot kay ang Ginoo nagmaluluy-on kaniya. Ug ilang gidala siya, ug gipagawas sa siyudad."
Genesis,19,17,"Nang sila'y mailabas na nila, ay sinabi nila, “Tumakas ka alang-alang sa iyong buhay. Huwag kang lumingon o huminto man sa buong libis; tumakas ka hanggang sa bundok, sapagkat kung hindi, ikaw ay mamamatay.”","Ug sa napagawas na sila sa mga anghel, miingon sila , “Dagan alang sa imong kinabuhi. Ayaw paglingilingi sa imong kilid, ayaw paghunong bisan diin sa walog. Palayo paingon sa kabukiran aron dili ikaw masunog.”"
Genesis,19,18,"At sinabi sa kanila ni Lot, “Huwag, mga panginoon ko!","Ug si Lot miingon kanila, “Dili unta kana mahitabo, akong mga agalon."
Genesis,19,19,"Ang lingkod mo ay nakatagpo ng biyaya sa iyong paningin, at nagpakita ka sa akin ng malaking awa sa pagliligtas ng aking buhay. Subalit hindi ko kayang tumakas sa bundok, baka ako'y abutan ng kapahamakan, at ako'y mamatay.","Tan-awa, ang imong ulipon nakapahimuot sa imong mga mata, ug gipakita nimo ang dakong kaluoy ngari kanako sa pagluwas sa akong kinabuhi, apan dili ako makapahilayo ngadto sa kabukiran, kay tingali unya ug maapsan ako sa katalagman ug mamatay ako."
Genesis,19,20,"Tingnan mo, ang kasunod na lunsod ay malapit lamang upang matakasan at iyon ay maliit. Pahintulutan mo akong tumakas roon. Hindi ba iyon ay maliit lamang at ang aking buhay ay maliligtas?”","Tan-awa, sa unahan anaay gamayng lungsod nga igo gayod nakong madagan, paadtoa ako didto ug maluwas ako.”"
Genesis,19,21,"At sinabi niya sa kanya, “O sige, pinapayagan din kita sa bagay na ito at hindi ko na gugunawin ang lunsod na iyong binanggit.","Ug siya miingon kaniya, “Tan-awa, akong ihatag kanimo kining imong gipangayo, nga dili nako laglagon kanang siyudad nga imong gihisgotan."
Genesis,19,22,"Magmadali ka, tumakas ka roon; sapagkat wala akong magagawa hanggang sa dumating ka roon.” Kaya't ang pangalang itinawag sa bayang iyon ay Zoar. Ang Pagkawasak ng Sodoma at Gomorra","Pagdali, pahilayo didto kay wala akoy mahimo hangtod nga moabot ikaw didto.” Tungod niana ang ngalan sa maong siyudad gitawag nga Zoar."
Genesis,19,23,Ang araw ay sumikat na sa lupa nang dumating si Lot sa Zoar.,"Ang adlaw misidlak na sa ibabaw sa yuta, sa pag-abot ni Lot sa Zoar."
Genesis,19,24,At buhat sa langit ay nagpaulan ang Panginoon sa Sodoma at Gomorra ng asupre at apoy.,Unya ang Sodoma ug Gomora gipaulanan sa Ginoo ug asupri ug kalayo nga gikan sa langit.
Genesis,19,25,"Ginunaw niya ang mga lunsod na iyon, at ang buong libis at ang lahat ng nakatira sa mga lunsod at ang tumutubo sa lupa.","Ug gilaglag niya ang mga siyudad ug ang tibuok nga walog, uban sa tanan nga mga namuyo niadtong mga siyudara, ug ang nagtubo sa yuta."
Genesis,19,26,"Subalit ang asawa ni Lot ay lumingon sa likuran niya, at siya ay naging haliging asin.","Apan ang asawa ni Lot nga didto sa ulahi, milingi sa luyo niya ug nahimo siyang haligi nga asin."
Genesis,19,27,"Kinaumagahan, si Abraham ay maagang nagtungo sa dakong kinatayuan niya sa harap ng Panginoon .","Si Abraham, nianang sayo sa buntag, mitungas sa bukid sa dapit diin siya mitindog sa atubangan sa Ginoo ,"
Genesis,19,28,"Siya'y tumingin sa dakong Sodoma at Gomorra, at sa buong lupain ng libis. At kanyang nakita na ang usok ng lupain ay tumataas na parang usok ng isang hurno.",ug milantaw siya sa dapit sa Sodoma ug sa Gomora ug ngadto sa tibuok nga yuta niadtong walog ug nakita niya kini ug ang aso nag-utbo gikan sa yuta sama sa aso sa hudno.
Genesis,19,29,"At nangyari, nang gunawin ng Diyos ang mga lunsod ng libis, naalala ng Diyos si Abraham, at inilabas si Lot nang gunawin ang mga lunsod na tinirahan niya. Ang Pinagmulan ng mga Moabita at Ammonita","Ug mao kadto nga sa dihang gilaglag sa Dios ang mga siyudad sa walog, ang Dios nahinumdom kang Abraham ug gipagawas si Lot gikan sa taliwala sa kalaglagan, sa paglaglag niya sa mga siyudad nga gipuy-an ni Lot."
Genesis,19,30,Umahon si Lot papalabas sa Zoar at tumira sa bundok kasama ang kanyang dalawang anak na babae sapagkat siya'y takot na tumira sa Zoar. Siya'y tumira sa isang yungib kasama ang kanyang dalawang anak na babae.,"Unya si Lot mitungas gikan sa Zoar ug mipuyo didto sa kabukiran uban sa iyang duha ka anak nga babaye kay nahadlok siya sa pagpuyo sa Zoar, ug mipuyo siya sa usa ka langob, siya ug ang iyang duha ka anak nga babaye."
Genesis,19,31,"At sinabi ng panganay sa bunso, “Ang ating ama ay matanda na at walang lalaki sa lupa na sumiping sa atin, ayon sa kaugalian ng buong lupa.","Ug ang magulang miingon sa manghod, “Ang atong amahan tigulang na, ug walay lalaki sa yuta nga moduol kanato ingon sa nabatasan sa tibuok nga yuta."
Genesis,19,32,"Halika, painumin natin ng alak ang ating ama, at tayo'y sumiping sa kanya upang mapanatili natin ang binhi ng ating ama.”","Dali, paimnon nato ug bino ang atong amahan ug mohigda kita uban kaniya, aron makapasanay kita ug mga kaliwat pinaagi sa atong amahan.”"
Genesis,19,33,At pinainom nila ng alak ang kanilang ama nang gabing iyon at pumasok ang panganay at sumiping sa kanyang ama. Hindi nalaman ng ama nang siya'y mahiga ni nang siya'y bumangon.,"Ug ilang gipainom ug bino ang ilang amahan niadtong gabhiona ug misulod ang magulang ug midulog sa iyang amahan, apan wala masayod si Lot kanus-a kini midulog kaniya o kanus-a kini mibangon."
Genesis,19,34,"Kinabukasan, sinabi ng panganay sa bunso, “Tingnan mo, ako'y sumiping kagabi sa aking ama. Painumin din natin siya ng alak sa gabing ito. Pumasok ka at sumiping sa kanya upang mapanatili natin ang binhi ng ating ama.”","Ug nianang sunod nga adlaw miingon ang magulang sa manghod, “Tan-awa, midulog ako sa akong amahan kagabii. Paimnon na usab nato siya ug bino karong gabii ug mosulod usab ikaw ug modulog kaniya aron makapasanay kita ug mga kaliwat pinaagi sa atong amahan.”"
Genesis,19,35,At pinainom din nila ng alak ang kanilang ama nang gabing iyon. Tumindig ang bunso at sumiping sa ama. Hindi nalaman ng ama nang siya'y mahiga ni nang siya'y bumangon.,Ug gipainom na usab nila ug bino ang ilang amahan niadtong gabhiona. Ug mibangon ang manghod ug midulog kaniya apan wala siya masayod kanus-a kini midulog kaniya o kanus-a kini mibangon.
Genesis,19,36,Sa ganito'y kapwa nagdalang-tao ang mga anak ni Lot sa pamamagitan ng kanilang ama.,Busa nagsamkon ang duha ka anak nga babaye ni Lot pinaagi sa ilang amahan.
Genesis,19,37,"Nanganak ang panganay ng isang lalaki, at tinawag sa pangalang Moab na siyang ama ng mga Moabita hanggang sa araw na ito.","Ug nanganak ang magulang ug usa ka bata nga lalaki, ug ginganlan niya siya ug Moab. Siya mao ang amahan sa mga Moabihanon hangtod niining adlawa."
Genesis,19,38,"At ang bunso ay nanganak din ng isang lalaki, at tinawag sa pangalang Benammi na siyang ama ng mga anak ni Ammon hanggang sa araw na ito.","Ang manghod nanganak usab ug usa ka bata nga lalaki, ug ginganlan niya siya ug Ben-ammi, nga mao ang amahan sa mga Amonihanon hangtod niining adlawa."
Genesis,20,1,"At mula roon ay naglakbay si Abraham sa lupain ng timog, at nanirahan sa pagitan ng Kadesh at Shur. Samantalang naninirahan bilang isang dayuhan sa Gerar,",Gikan didto mipanaw si Abraham padulong sa kayutaan sa Negeb ug mipuyo siya sa taliwala sa Kades ug sa Sur ug mipuyo siya didto sa Gerar.
Genesis,20,2,"sinabi ni Abraham tungkol kay Sara na kanyang asawa, “Siya'y aking kapatid;” at si Abimelec na hari sa Gerar ay nagpasugo at kinuha si Sara.","Ug miingon si Abraham mahitungod kang Sarah nga iyang asawa, “Siya akong igsoon.” Ug si Abimelek nga hari sa Gerar, nagsugo ug gikuha niya si Sarah."
Genesis,20,3,"Subalit pumunta ang Diyos kay Abimelec sa panaginip sa gabi at sinabi sa kanya, “Ikaw ay malapit nang mamatay dahil sa ang babaing kinuha mo'y asawa ng isang lalaki.”","Apan ang Dios miadto kang Abimelek pinaagi sa damgo sa pagkagabii ug miingon kaniya, “Tan-awa, daw patay na ikaw tungod sa babaye nga imong gikuha, kay siya asawa sa usa ka tawo.”"
Genesis,20,4,"Ngunit si Abimelec ay hindi pa nakakasiping sa kanya. At sinabi niya, “Panginoon, papatayin mo ba pati ang isang bayang walang sala?","Apan si Abimelek wala pa makaduol kaniya busa miingon siya, “Ginoo, patyon ba usab nimo ang katawhan nga walay sala?"
Genesis,20,5,"Hindi ba siya rin ang nagsabi sa akin, ‘Siya'y aking kapatid.’ at si Sara man ay nagsabi, ‘Siya'y aking kapatid?’ Sa katapatan ng aking puso at kawalang-sala ng aking mga kamay ay ginawa ko ito.”","Dili ba si Abraham gayod nag-ingon kanako, ‘Siya akong igsoon’? Si Sarah usab nag-ingon, ‘Siya akong igsoon.’ Sa kahingpit sa akong kasingkasing ug sa kahinlo sa akong mga kamot, nabuhat nako kini.”"
Genesis,20,6,"Sinabi sa kanya ng Diyos sa panaginip, “Oo, nalalaman ko na sa katapatan ng iyong puso ay ginawa mo ito, at hinadlangan din naman kita na magkasala ng laban sa akin kaya't hindi ko ipinahintulot na galawin mo siya.","Unya ang Dios miingon kaniya diha sa damgo, “Oo, ako usab nahibalo nga sa kahingpit sa imong kasingkasing gibuhat nimo kini ug ako usab nagpugong kanimo sa pagpakasala batok kanako ug niini wala ko ikaw tugoti nga motandog kaniya."
Genesis,20,7,"Ngayon nga'y isauli mo ang asawa ng lalaking ito; sapagkat siya'y isang propeta, at ikaw ay ipapanalangin niya at mabubuhay ka. Ngunit kapag hindi mo siya isinauli, tandaan mong tiyak na mamamatay ka, ikaw at ang lahat ng iyo.”","Busa, karon, iuli ang babaye ngadto sa iyang bana kay siya usa ka propeta ug siya mag-ampo alang kanimo ug mabuhi ikaw. Ug kon dili nimo siya iuli, nasayod na ikaw nga mamatay gayod ikaw lakip ang tanang mga imo.”"
Genesis,20,8,"Kinaumagahan, si Abimelec ay bumangon nang maaga at tinawag ang lahat niyang mga lingkod. Sinabi niya sa kanila ang lahat ng bagay na ito, at ang mga tao'y takot na takot.",Ug si Abimelek mibangon pagsayo ug gitawag niya ang tanan niyang mga ulipon ug gisugilon niya kining tanan ngadto kanila ug nangahadlok ang mga tawo sa hilabihan gayod.
Genesis,20,9,"Tinawag ni Abimelec si Abraham, at sa kanya'y sinabi, “Anong ginawa mo sa amin at paano ako nagkasala laban sa iyo, upang dalhan mo ako at ang aking kaharian ng isang malaking kasalanan? Ginawa mo sa akin ang mga gawang di nararapat gawin.”","Unya si Abraham gitawag ni Abimelek ug giingnan siya, “Unsa ba kining gibuhat nimo kanamo? Ug unsa bay sala nako kanimo nga nagdala man ikaw kanako ug sa akong gingharian ug dako kaayong sala? Gibuhat nimo kanako ang dili angay nimong buhaton.”"
Genesis,20,10,"At sinabi ni Abimelec kay Abraham, “Ano ba ang iniisip mo at ginawa mo ang bagay na ito?”","Ug miingon si Abimelek kang Abraham, “Unsa ba ang gihunahuna nimo nga nagbuhat ka man niini?”"
Genesis,20,11,"Sumagot si Abraham, “Sapagkat inisip ko na tunay na walang pagkatakot sa Diyos sa lugar na ito at papatayin nila ako dahil sa aking asawa.","Ug si Abraham miingon, “Gibuhat ko kini kay naghunahuna ako nga ang pagkahadlok ngadto sa Dios wala niining dapita ug ako patyon nila tungod sa akong asawa."
Genesis,20,12,"At saka, talagang siya'y kapatid ko, anak ng aking ama, subalit hindi anak ng aking ina; at siya'y naging asawa ko.","Ug labot pa usab, siya gayod akong igsoon, anak sa akong amahan apan dili anak sa akong inahan ug siya akong gipangasawa."
Genesis,20,13,"Nang paalisin ako ng Diyos sa bahay ng aking ama ay sinabi ko sa kanya, ‘Ito ang kabutihan na maipapakita mo sa akin: sa lahat ng lugar na ating pupuntahan ay sabihin mo tungkol sa akin, Siya'y aking kapatid.’”","Ug sa dihang gipagula ako sa Dios sa paglangyaw gikan sa balay sa akong amahan, ako miingon kang Sarah, ‘Kini mao ang kaluoy nga imong ipakita kanako, nga sa tanan nga dapit diin kita makaabot, moingon ikaw mahitungod kanako, “Siya akong igsoon.” ’ ”"
Genesis,20,14,"Si Abimelec ay kumuha ng mga tupa at baka, mga aliping lalaki at babae, at ibinigay ang mga ito kay Abraham, at isinauli sa kanya si Sara na kanyang asawa.","Unya si Abimelek mikuha ug mga karnero ug mga baka, ug mga ulipon nga lalaki ug mga ulipon nga babaye ug iya kining gihatag kang Abraham, ug iyang giuli kang Abraham si Sarah nga iyang asawa."
Genesis,20,15,"At sinabi ni Abimelec, “Ang lupain ko ay nasa harapan mo; manirahan ka kung saan mo gusto.”","Ug si Abimelek miingon, “Tan-awa, ang yuta nako anaa sa atubangan nimo, puyo sa bisan asa nga dapit niini nga imong mauyonan.”"
