book,chapter,verse,text_Spanish,text_Bikol
Exodus,21,23,"Pero si alguien resulta con heridas graves, esta será la indemnización: vida por vida,","Alagad kun may iba pang maraot na nangyari sa babae, an kabayadan: buhay sa buhay,"
Exodus,21,24,"ojo por ojo, diente por diente, mano por mano, pie por pie,","mata sa mata, ngipon sa ngipon, kamot sa kamot, bitis sa bitis,"
Exodus,21,25,"quemadura por quemadura, golpe por golpe, herida por herida.","paso sa paso, lugad sa lugad, kulog sa kulog."
Exodus,21,26,"»Si alguien golpea en el ojo a su esclavo o a su esclava, y se lo daña, en compensación por el ojo lo pondrá en libertad.","“Kun tamaan kan sarong lalaki an sarong mata kan saiyang oripon na lalaki o babae, dangan nabuta ini, tatalingkasan niya an oripon bilang kabayadan para sa mata."
Exodus,21,27,"»Si alguien rompe un diente a su esclavo o a su esclava, en compensación por el diente lo pondrá en libertad.","Kun natipoan niya nin ngipon an saiyang oripon, tatalingkasan niya an oripon bilang kabayadan para sa ngipon."
Exodus,21,28,"»Si un toro cornea y mata a un hombre o a una mujer, se matará al toro a pedradas y no se comerá su carne. En tal caso, no se hará responsable al dueño del toro.","“Kun an sarong lalaki o babae magadan sa suag nin baka, gagapoon an baka asin dai pagkakanon an karne kaiyan, alagad an kagsadiri dai dapat padusahan."
Exodus,21,29,"»Si el toro tiene la costumbre de cornear, se le matará a pedradas si llega a matar a un hombre o a una mujer. Si su dueño fue advertido de la costumbre del toro, pero no lo mantuvo sujeto, también será condenado a muerte.","Kun an baka dati nang parasuag nin tawo asin pinatanidan na an kagsadiri alagad dai man niya iyan linaom, dangan nakagadan iyan nin tawo, gagapoon an torong baka asin gagadanon man an kagsadiri."
Exodus,21,30,"»Si a cambio de su vida se exige algún pago, deberá pagarlo.","Alagad kun an kagsadiri tugotan na magmulta tanganing dai siya gadanon, dapat bayadan niya an bilog na kantidad na hahagadon."
Exodus,21,31,»Esta misma ley se aplicará en caso de que el toro cornee a un muchacho o a una muchacha.,"Kun aking lalaki o babae an nagadan kan baka, parehong reglamento an susunodon."
Exodus,21,32,"»Si el toro cornea a un esclavo o a una esclava, el dueño del toro deberá pagarle treinta siclos de plata al amo del esclavo o de la esclava. El toro será apedreado.","Kun an sarong oripon na lalaki o babae nagadan sa suag kan baka, an kagsadiri kan baka mabayad nin treyntang pedaso nin plata sa kagurangnan kan oripon, asin gagapoon an baka sagkod na magadan."
Exodus,21,33,"»Si alguien deja abierto un pozo o cava un pozo y no lo tapa, y llegan a caerse en él un buey o un asno,","“Kun an kalot binayaan nin sarong tawo na daing lukdo o kun nagkalot siya asin dai niya iyan tinakopan, dangan nahulog duman an sarong baka o asno,"
Exodus,21,34,el dueño del pozo indemnizará al dueño del animal y podrá quedarse con el animal muerto.,"an kagsadiri kan kalot mabayad para sa hayop. Babayadan niya nin kwarta an kagsadiri kan hayop, asin mapapasaiya an nagadan na hayop."
Exodus,21,35,"»Si un toro cornea a otro toro y el toro corneado muere, se venderá el toro vivo, y los dos dueños se repartirán por partes iguales el dinero y el animal muerto.","Kun an baka nin sarong tawo makagadan nin baka na sadiri nin iba, an buhay na baka ipapabakal kan duwang kagsadiri asin babangaon ninda an kabayadan; babangaon man ninda an karne kan nagadan na hayop."
Exodus,21,36,"»Si el toro acostumbraba a cornear y su dueño lo sabía, pero no lo mantuvo amarrado, tendrá que pagar por el animal muerto con un animal vivo, pero podrá quedarse con el animal muerto.","Alagad kun an baka dati nang parasuag asin dai linaom kan kagsadiri, an nagadan na baka riribayan niya nin buhay na baka dangan mapapasaiya an gadan na hayop."
Exodus,22,1,"»Si alguien roba un toro o una oveja y lo mata o lo vende, deberá devolver cinco cabezas de ganado por el toro y cuatro ovejas por la oveja.","“Kun an sarong tawo maghabon nin sarong baka o sarong karnero, dangan ini saiyang binuno o ipinabakal, mabayad siya nin limang baka para sa sarong baka o apat na karnero para sa sarong karnero."
Exodus,22,2,"»Si un ladrón es sorprendido entrando a una casa y se le mata, su muerte no se considerará asesinato.","Dapat niyang bayadan an saiyang hinabon; kun dai siyang ibabayad, siya an ipapabakal bilang oripon tanganing mabayadan niya an saiyang hinabon."
Exodus,22,3,"»Si se mata al ladrón a plena luz del día, su muerte se considerará asesinato. »El ladrón está obligado a restituir lo robado. Si no tiene con qué hacerlo, será vendido para restituir lo robado.","Kun an hinabon na hayop, baka, asno o karnero man, buhay pang nakua sa saiya, an sarong hayop babayadan niya nin duwa."
Exodus,22,4,"»Si el animal robado se halla en su poder y todavía con vida, deberá restituirlo doble, ya sea que se trate de un toro, un asno o una oveja.","“Kun bangging nadakop asin nagadan an nagsalakat sa sarong harong, dai sasalaon an nakagadan. Alagad kun aldaw ini nangyari, sisimbagon niya an buhay kan nagadan."
Exodus,22,5,"»Si alguien apacienta su ganado en un campo o en una viña, y por dejar a sus animales sueltos ellos pastan en campo ajeno, el dueño del animal deberá reparar el daño con lo mejor de su cosecha.","“Kun an sarong tawo magpasabsab kan saiyang mga hayop sa sarong oma o ubasan o kun binutasan niya an saiyang mga hayop asin nanabsab ini sa oma kan iba, an ano man na naraot sa oma babayadan kan kagsadiri kan hayop; ibabayad niya an pinakamarahay na produkto hale sa saiyang oma o ubasan."
Exodus,22,6,"»Si se prende fuego en pasto seco, y el fuego se propaga y quema algún trigal, o el trigo ya apilado, o algún campo sembrado, el que haya comenzado el fuego deberá reparar el daño.","“Kun an sarong tawo magsulo sa saiyang oma, asin magkanap an kalayo sa kadootan pasiring sa oma kan iba dangan nasulo an tindog pang mga tinanom o an mga inaning tinambak na, an nagsulo mabayad kan gabos na nasulo."
Exodus,22,7,"»Si alguien deja dinero o bienes en la casa de un amigo, y esos bienes son robados, el ladrón deberá devolver el doble, en caso de que lo atrapen.","“Kun ipasaray nin sarong tawo sa saiyang kataed an saiyang kwarta o an ano man na pagrogaring niya, asin hinabon ini sa harong kan nagsaray, mabayad nin doble an mahabon kun siya madakop."
Exodus,22,8,"»Si no se atrapa al ladrón, el dueño de la casa deberá comparecer ante los jueces para que se determine si no dispuso de los bienes del otro.","Alagad kun dai madakop an mahabon, an nagsaray iaatubang sa Dios tanganing magsumpa na dai niya hinabon an pagrogaring na iwinalat saiya."
Exodus,22,9,"»En todos los casos de posesión ilegal, las dos partes deberán llevar el asunto ante los jueces. El que sea declarado culpable deberá restituir el doble a su prójimo, ya sea que se trate de un toro, o de un asno, o de una oveja, o de ropa, o de cualquier otra cosa perdida que alguien reclame como de su propiedad.","“Sa lambang kaso nin pag-iriwal manongod sa mga pagrogaring arog kan baka, asno, karnero, gubing asin iba pa, an duwang tawo na parehong nagsasabi, ‘Iyo ini an nawawara ko’, iaatubang sa Dios. An ipahayag nin Dios na igwang sala, mabayad nin doble sa tunay na kagsadiri."
Exodus,22,10,"»Si alguien deja al cuidado de algún amigo suyo un asno, un toro, una oveja, o cualquier otro animal, y el animal muere, o sufre algún daño, o es robado sin que nadie lo vea,","“Kun ipaataman nin sarong tawo sa saiyang kapwa an sarong asno, baka, karnero o ano man na hayop, asin ini nagadan o nalugadan o kaya nawara alagad mayo nin nakahiling,"
Exodus,22,11,el amigo del dueño jurará ante el Señor no haberse adueñado de la propiedad de su amigo. El dueño deberá aceptar ese juramento y el amigo no deberá restituirle nada.,"an nag-ataman maatubang sa Kagurangnan asin masumpa na dai niya hinabon an hayop. Kun dai hinabon an hayop, matubod an kagsadiri sa sumpa kan nag-ataman asin dai niya ini papabayadon."
Exodus,22,12,"»Si el animal fue robado al amigo, este deberá indemnizar al dueño.","Alagad kun hinabon saiya an hayop, kaipuhan bayadan niya an kagsadiri."
Exodus,22,13,"»Si el animal fue despedazado por una fiera, el amigo no tendrá que indemnizar al dueño si presenta como evidencia los restos del animal.","Kun an hayop ginadan nin mga lalaw na hayop, ipapahiling kan nag-ataman an natadang parte kan hayop bilang ebidensya asin dai siya kaipuhan magbayad para sa ginadan na hayop."
Exodus,22,14,"»Si alguien pide prestado un animal de algún amigo suyo, y el animal sufre algún daño o muere, no estando presente su dueño, el que lo pidió prestado deberá restituirlo.","“Kun an sarong tawo nagsubli nin sarong hayop asin ini nalugadan o nagadan na dai an kagsadiri, babayadan ini kan nagsubli."
Exodus,22,15,"»Si el dueño del animal estaba presente, el que pidió prestado el animal no tendrá que pagar nada. »Si el animal fue alquilado, el precio del alquiler cubrirá la pérdida. Responsabilidades sociales","Alagad kun yaon duman an kagsadiri kan mangyari ini, dai na mabayad an nagsubli; kun an hayop inarkila, an arkila iyo na an magigin bayad."
Exodus,22,16,"»Si alguien seduce a una mujer virgen que no esté comprometida para casarse, y se acuesta con ella, deberá pagarle su precio al padre y tomarla por esposa.","“Kun matentaran asin madorogan nin sarong lalaki an sarong birhen na dai pa nakatalaan na ikasal, kaipuhan tawan niya ini nin dote dangan papakasalan."
Exodus,22,17,"Aun si el padre se niega a entregársela, el seductor deberá pagar el precio establecido para las vírgenes.","Alagad kun habong ipakasal kan ama an saiyang aking babae, an lalaki dapat magtao sa ama kan kantidad na pareho kan dote para sa sarong birhen."
Exodus,22,18,»No dejes con vida a ninguna hechicera.,“Dai nindo pagtugotan na mabuhay an babaeng mangkukulam.
Exodus,22,19,»Todo el que tenga relaciones sexuales con un animal será condenado a muerte.,“Dapat gadanon an siisay man na magdorog sa hayop.
Exodus,22,20,"»Todo el que ofrezca sacrificios a otros dioses, en vez de ofrecérselos al Señor , será condenado a muerte.","“Dapat gadanon an siisay man na mag-atang sa arin man na dios-dios, huli ta ako sana, an Kagurangnan , an dapat dolotan nin atang."
Exodus,22,21,"»No maltrates ni oprimas a los extranjeros, pues también tú y tu pueblo fueron extranjeros en Egipto.",“Dai nindo pagpasakitan o pagdaog-daogon an sarong dayuhan; giromdomon nindo na nagin mga dayuhan man kamo sa Egipto.
Exodus,22,22,"»No explotes a las viudas ni a los huérfanos,",Dai nindo pagpasakitan an mga babaeng balo o an mga ilo.
Exodus,22,23,"porque, si tú y tu pueblo lo hacen y ellos me piden ayuda, yo te aseguro que atenderé a su clamor:","Kun pasakitan nindo sinda dangan maghagad sinda sako nin tabang, ako, an Kagurangnan , matabang sa sainda."
Exodus,22,24,"arderá mi furor y los mataré a ustedes a filo de espada. Y sus mujeres se quedarán viudas y sus hijos, huérfanos.",Maaanggot ako asin gagadanon ko kamo sa gera. Mababalo an saindong mga agom asin maiilo an saindong mga aki.
Exodus,22,25,"»Si uno de ustedes presta dinero a algún necesitado de mi pueblo, no deberá tratarlo como los prestamistas ni le cobrará intereses.","“Kun kamo magpautang nin kwarta sa mga dukha sa sakong banwaan, dai nindo pag-arogon an ibang parapautang; dai nindo sinda pagpatuboan."
Exodus,22,26,"»Si alguien toma en prenda el manto de su prójimo, deberá devolvérselo al caer la noche.","Kun kuahon nindo an alikboy nin saindong kapwa bilang sangra, iuli nindo iyan saiya bago magsolnop an aldaw,"
Exodus,22,27,"Ese manto es lo único que tiene para abrigarse; no tiene otra cosa sobre la cual dormir. Si se queja ante mí, yo atenderé a su clamor, pues soy un Dios misericordioso.","huli ta iyo sana iyan an gamit niyang tamong na makakapahimbong kan saiyang hawak. Ano pa an gagamiton niya sa pagkatorog? Kun maghagad siya sako nin tabang, dadangogon ko siya huli ta ako maheherakon."
Exodus,22,28,»No blasfemes nunca contra Dios ni maldigas al jefe de tu pueblo.,“Dai kamo maglanghad sa Dios asin dai nindo pagsumpaon an sarong namamayo kan saindong banwaan.
Exodus,22,29,»No te demores en presentarme las ofrendas de tus graneros y de tus lagares. »El primogénito de tus hijos será para mí.,"“Dai nindo pag-abalahon an pagdolot nin mga tinagba kan saindong inani, kan saindong arak asin kan lana na hale sa mga oliba. “Itao nindo sakuya an saindong matuang aking lalaki."
Exodus,22,30,"»También serán para mí los primogénitos de tus toros y de tus ovejas. Los dejarás con sus madres siete días, pero al octavo día me los entregarás.","Itao man nindo sakuya an matua kan saindong mga baka asin mga karnero; pitong aldaw an hayop sa kaibahan nin saiyang ina, dangan sa ikawalong aldaw itao nindo iyan sako."
Exodus,22,31,»Ustedes serán mi pueblo santo. »No comerán la carne de ningún animal que haya sido despedazado por las fieras. Esa carne se la echarán a los perros.,"“Kamo an sakuyang banwaan, kaya dai nanggad nindo pagkakanon an karne kan arin man na hayop na ginadan nin mga lalaw na hayop; itao nindo iyan sa mga ayam."
Exodus,23,1,»No divulgues informes falsos. »No te hagas cómplice del malvado ni apoyes los testimonios del violento.,“Dai ka mag-istorya nin bakong totoo. Dai mo pagtabangan sa paagi nin pagputik an tawong may sala.
Exodus,23,2,»No imites la maldad de las mayorías. »No te dejes llevar por la mayoría en un proceso legal. »No perviertas la justicia tomando partido con la mayoría.,Dai ka magsunod sa kadaklan kun minagibo sinda nin sala o kun minasaksi sinda nin putik tanganing mabiko an hustisya.
Exodus,23,3,»No seas parcial con el pobre en sus demandas legales.,Dai ka magpahiling nin pagpaorog sa sarong dukha kun binibista siya.
Exodus,23,4,"»Si encuentras un toro o un asno perdido, devuélvelo, aunque sea de tu enemigo.","“Kun mahiling mo na nakabutas an baka o an asno nin saimong kaiwal, ibalik mo iyan saiya."
Exodus,23,5,"»Si ves un asno caído bajo el peso de su carga, no lo dejes así; ayúdalo, aunque sea de tu enemigo.","Kun mahiling mong napalugmok an asno kan sarong naanggot saimo huli sa gabat kan karga, tabangan mo siya na mapabuhat giraray iyan; dai mo siya pagpabayaan."
Exodus,23,6,»No tuerzas la justicia contra los pobres de tu pueblo en sus demandas legales.,“Itao mo an hustisya sa tawong dukha kun siya mag-atubang sa husgado.
Exodus,23,7,"»Mantente al margen de cuestiones fraudulentas. »No quites la vida al que es inocente y honrado, porque yo no absuelvo al malvado.","Dai ka magtugod-tugod; dai mo paggadanon an tawong mayong sala asin matanos, huli ta dai ko paliligtason an may sala."
Exodus,23,8,"»No aceptes soborno, porque nubla la vista y tuerce las palabras de los justos.","Dai ka mag-ako nin suhol, huli ta an suhol nakakabuta sa tawo asin nakakapadaog sa mga tawong mayong sala."
Exodus,23,9,"»No opriman al extranjero, pues ya lo han experimentado en carne propia: ustedes mismos fueron extranjeros en Egipto. Leyes sabáticas","“Dai mo pagdaog-daogon an sarong dayuhan; aram mo an namamatean niya, huli ta ika nagin dayuhan man sa daga nin Egipto."
Exodus,23,10,"»Seis años sembrarás tus campos y recogerás tus cosechas,",“Anom na taon kamong magtatanom sa saindong daga asin mag-aani kan bunga kaiyan.
Exodus,23,11,"pero el séptimo año no cultivarás la tierra. Déjala descansar, para que la gente pobre del pueblo obtenga de ella su alimento, y para que los animales del campo se coman lo que la gente deje. »Haz lo mismo con tus viñas y con tus olivares.","Alagad sa ikapitong taon pabayaan nindo an daga asin dai nindo pag-anihon an ano man na magtalubo diyan tanganing may makakan an mga dukha, asin an matada makakan kan mga lalaw na hayop. Arog man kaiyan an saindong gibohon sa saindong ubasan saka olibahan."
Exodus,23,12,"»Seis días trabajarás, pero el día séptimo descansarán tus bueyes y tus asnos, y recobrarán sus fuerzas los esclavos nacidos en casa y los extranjeros.","“Magtrabaho kamo sa laog nin anom na aldaw alagad sa ikapitong aldaw magpahingalo kamo, tanganing makapahingalo man an saindong mga oripon saka an mga dayuhan, dangan mahingaloan man an saindong mga hayop."
Exodus,23,13,»Cumplan con todo lo que he ordenado. »No invoquen los nombres de otros dioses. Jamás los pronuncien. Las tres fiestas anuales,“Dangoga nindo an gabos kong itinaram. Dai kamo mamibi sa ibang mga dios; maski an saindang ngaran dai nanggad nindo pagsambiton.
Exodus,23,14,»Tres veces al año harás fiesta en mi honor.,"“Sa laog nin sarong taon, tolong beses na maselebrar kamo nin pyesta para sako."
Exodus,23,15,"»La fiesta de los Panes sin levadura la celebrarás en el mes de aviv , que es la fecha establecida. Fue en ese mes cuando ustedes salieron de Egipto. De acuerdo con mis instrucciones, siete días comerán pan sin levadura. »Nadie se presentará ante mí con las manos vacías.","Selebraron nindo an Pyesta nin Tinapay na Mayo nin Lebadura. Siring sa ipinagboot ko saindo, pitong aldaw kamong dai magkakan nin tinapay na igwa nin lebadura sa bulan nin Abib, huli ta ini an bulan kan paghale nindo sa Egipto. Dai nin siisay man na magdolok sako na mayong darang dolot."
Exodus,23,16,»La fiesta de la cosecha la celebrarás cuando recojas las primicias de tus siembras. »La fiesta de recolección de fin de año la celebrarás cuando recojas tus cosechas.,"“Selebraron nindo an Pyesta nin Pag-ani pagpoon kan saindong pag-ani kan mga bunga nin saindong kapagalan, nin saindong tinanom sa oma. “Sa kataposan kan taon selebraron nindo an Pyesta nin mga Harong-harong kun gunoon na nindo asin tiponon an mga bunga kan saindong ubasan, asin kan iba pang mga kahoy."
Exodus,23,17,"»Tres veces al año todo varón se presentará ante mí, su Señor y Dios.","Tolong beses sa sarong taon, an gabos nindong lalaki maatubang sako, sa Kagurangnan Dios."
Exodus,23,18,»No mezcles con levadura la sangre del sacrificio que me ofrezcas. »No guardes para la mañana siguiente la grasa que me ofreces en las fiestas.,“An hayop na iaatang nindo sako dai nindo pag-ibahan nin tinapay na igwa nin lebadura o pagpaagahan an taba kan hayop na para sa pyesta.
Exodus,23,19,»Llevarás a la casa del Señor tu Dios lo mejor de tus primicias. »No cocerás ningún cabrito en la leche de su madre. El ángel del Señor,“Taon-taon dadarahon nindo sa harong nin Kagurangnan na saindong Dios an pinakamarahay sa mga enot na bunga kan saindong daga. “An ogbon na karnero o kanding dai nindo paglutoon sa gatas nin saiyang ina.
Exodus,23,20,"»Date cuenta, Israel, que yo envío mi ángel delante de ti para que te proteja en el camino y te lleve al lugar que te he preparado.",“Susugoon ko an sarong anghel na mangengenot saindo tanganing bantayan kamo sa dalan asin tanganing darahon kamo sa lugar na sakong inandam.
Exodus,23,21,"Préstale atención y obedécelo. No te rebeles contra él, porque va en representación mía y no perdonará tu rebelión.","Magdangog kamo saiya asin magsunod sa gabos niyang sasabihon. Dai nindo siya pagkontrahon huli ta sugo ko siya, asin dai niya papatawadon an saindong pagkakasala."
Exodus,23,22,"Si lo obedeces y cumples con todas mis instrucciones, seré enemigo de tus enemigos y me opondré a quienes se te opongan.","Alagad kun sunodon nindo siya asin gibohon an gabos kong itinaram, lalabanan ko an gabos nindong kaiwal."
Exodus,23,23,"Mi ángel te guiará y te introducirá en la tierra de estos pueblos que voy a exterminar: tierra de amorreos, hititas, ferezeos, cananeos, heveos y jebuseos.","Mangengenotan sa saindo an sakong anghel pasiring sa daga kan mga Amoreo, Heteo, Perezeo, Cananeo, Heveo asin Jebuseo dangan paparaon ko sinda gabos."
Exodus,23,24,"»No te postres ante los dioses de esos pueblos. No les rindas culto ni imites sus prácticas. Más bien, derriba sus ídolos y haz pedazos sus piedras sagradas.","Dai kamo magduko o magsamba sa saindang mga dios-dios, o mag-arog kan saindang mga ginigibo. Raoton nindo an saindang mga dios-dios asin gabaon nindo an saindang mga banal na hariging gapo."
Exodus,23,25,"»Adora al Señor tu Dios, y él bendecirá tu pan y tu agua. »Yo apartaré de ustedes toda enfermedad.","Kun ako, an Kagurangnan na saindong Dios, iyo sana an saindong sasambahon, bebendisyonan ko an saindong pagkakan asin inomon; dangan hahaleon ko saindo an gabos na helang."
Exodus,23,26,»En tu país ninguna mujer abortará ni será estéril. ¡Yo te concederé larga vida!,Sa saindong banwaan mayo nin babae na makukuahan o magigin baog. Tatawan ko kamo nin halawig na buhay.
Exodus,23,27,"»En toda nación donde pongas el pie haré que tus enemigos te tengan miedo, se turben y huyan de ti.",“Gigibohon ko na matakot sako an mga tawo na makontra sa saindo. Riribongon ko an mga banwaan na lalabanan nindo dangan masibog sinda saka madulag.
Exodus,23,28,"»Delante de ti enviaré avispas, para que ahuyenten a los heveos, cananeos e hititas.","Mapadara ako nin mga kutakti na iyo an mapahale sa mga Heveo, Cananeo, asin mga Heteo mantang naglalaog kamo sa saindang daga."
Exodus,23,29,"Sin embargo, no los desalojaré en un solo año, no sea que, al quedarse desolada la tierra, aumente el número de animales salvajes y te ataquen.","Dai ko sinda papahaleon sa laog sana nin sarong taon huli ta kun gibohon ko iyan, mawawaraan nin tawo an daga asin magigin kadakul para sa saindo an lalaw na mga hayop."
Exodus,23,30,"Los desalojaré poco a poco, hasta que seas lo bastante numeroso para tomar posesión de la tierra.","Mantang naglalaog kamo, dikit-dikit ko sana sindang papahaleon, sagkod na dakul na kamo tanganing sadirihon an daga."
Exodus,23,31,"»Extenderé las fronteras de tu país, desde el mar Rojo hasta el mar Mediterráneo, y desde el desierto hasta el río Éufrates. Pondré bajo tu dominio a los que habitan allí, y tú los desalojarás.","Ibubugtak ko an mga kasagkoran kan saindong daga magpoon sa Salog nin Eufrates sagkod sa Dagat na Pula, asin magpoon sa kalangtadan sagkod sa Dagat nin Mediteraneo. Ibubugtak ko sa saindong mga kamot an mga nag-eerok sa daga asin papahaleon nindo sinda mantang naglalaog kamo sa daga."
Exodus,23,32,»No hagas ningún tratado con ellos ni con sus dioses.,Dai kamo makipagtipan sa sainda o sa saindang mga dios-dios.
Exodus,23,33,"»Si los dejas vivir en tu tierra, te pondrán una trampa para que adores a sus dioses, y acabarás pecando contra mí».","Dai nindo sinda pagtugotan na mag-erok sa saindong daga huli ta kun magtugot kamo, papagkasalaon ninda kamo sa sakuya; iyan an magigin siod sa saindo kun sambahon nindo an saindang mga dios-dios.”"
Exodus,24,1,"El Señor dijo a Moisés: «Sube al monte y preséntate ante mí, junto con Aarón, Nadab y Abiú, y setenta de los jefes de Israel. Ellos podrán adorar a cierta distancia,","Nagtaram an Kagurangnan ki Moises, “Tumukad kamo pasiring sako, ika, si Aaron, si Nadab, si Abihu asin an setenta kan kamagurangan nin Israel; asin mantang harayo pa kamo, magsamba kamo sako."
Exodus,24,2,"pero solo tú, Moisés, podrás acercarte a mí, el Señor . El resto del pueblo no deberá acercarse ni subir contigo».",Ika sana an magdolok sako; dai magrani an iba. Dai magtukad sa bukid an mga tawo.”
Exodus,24,3,"Moisés fue y refirió al pueblo todas las palabras y leyes del Señor , y ellos respondieron a una voz: «Haremos todo lo que el Señor ha dicho».","Nagduman si Moises sa mga tawo asin ipinahayag sainda an gabos na togon saka mga pagboot nin Kagurangnan . Sarabay na nagsimbag an mga tawo, “Gigibohon mi an gabos na itinaram nin Kagurangnan .”"
Exodus,24,4,"Moisés puso entonces por escrito lo que el Señor había dicho. A la mañana siguiente, madrugó y levantó un altar al pie del monte, y en representación de las doce tribus de Israel consagró doce piedras.",Isinurat ni Moises an gabos na pagboot nin Kagurangnan . Pagkaagang amay nagtugdok siya nin altar sa pamitisan kan bukid. Nagpatindog siya nin doseng hariging gapo para sa doseng tribu nin Israel.
Exodus,24,5,Luego envió a unos jóvenes israelitas para que ofrecieran al Señor novillos como holocaustos y sacrificios de comunión.,Dangan nagsugo siya nin nagkapirang hoben na lalaki nin Israel na magdolot nin mga tinutong na atang asin magsakripisyo nin mga baka bilang dolot para sa katoninongan.
Exodus,24,6,La mitad de la sangre la echó Moisés en unos tazones y la otra mitad la roció sobre el altar.,Kinua ni Moises an kabanga kan dugo kan ginadan na mga hayop asin ibinugtak sa mga palanggana; an kabanga inula niya sa altar.
Exodus,24,7,Después tomó el libro del pacto y lo leyó ante el pueblo. Ellos respondieron: —Haremos todo lo que el Señor ha dicho y le obedeceremos.,"Pakatapos, kinua niya an libro nin tipan, na nasusuratan kan mga togon nin Kagurangnan , dangan binasa nin makosog sa atubang kan mga tawo. An mga Israelita nagsimbag, “Susunodon mi an Kagurangnan asin gigibohon mi an gabos niyang pagboot.”"
Exodus,24,8,"Moisés tomó la sangre, roció al pueblo con ella y dijo: —Esta es la sangre del pacto que, de acuerdo con en estas palabras, el Señor ha hecho con ustedes.","Kinua ni Moises an dugo sa mga palanggana dangan iwinirik sa mga tawo. Nagsabi siya, “Ini an dugo nin pakipagtipan nin Kagurangnan kan itao niya saindo an mga togon na ini.”"
Exodus,24,9,"Moisés y Aarón, Nadab y Abiú, más los setenta jefes de Israel subieron","Nagturukad sa bukid si Moises, si Aaron, si Nadab, si Abihu asin an setentang mga lider nin Israel."
Exodus,24,10,"y vieron al Dios de Israel. Bajo sus pies había una especie de pavimento de zafiro, tan claro como el cielo mismo.",Duman nahiling ninda an Dios nin Israel. An natutungtongan niya garo baldosa na gibo sa mga gapong sapiro na arog sa langit kaasul.
Exodus,24,11,"Y a pesar de que estos jefes de los israelitas contemplaron a Dios, él no les hizo daño. Así que comieron y bebieron juntos.",Dai inano nin Dios an mga kamagurangan nin Israel. Nahiling ninda an Dios dangan nagkarakan asin nag-irinom sinda.
Exodus,24,12,El Señor dijo a Moisés: «Sube a encontrarte conmigo en el monte y quédate allí. Voy a darte las tablas de piedra con la Ley y los mandamientos que he escrito para guiarlos en la vida».,"Nagtaram an Kagurangnan ki Moises, “Tumukad ka sa bukid pasiring sako asin maghalat ka huli ta itatao ko saimo an duwang tablang gapo na sinuratan ko kan mga togon asin kan mga pagboot na itutukdo mo sa mga tawo.”"
Exodus,24,13,"Moisés subió al monte de Dios, acompañado por su asistente Josué,",Kaya nag-andam si Moises saka si Josue na saiyang katabang dangan nagpoon si Moises sa pagtukad sa bukid nin Dios.
Exodus,24,14,"pero dijo a los jefes: «Esperen aquí hasta que volvamos. Aarón y Hur se quedarán aquí con ustedes. Si alguno tiene un problema, que acuda a ellos».","Sinabihan ni Moises an mga lider, “Halaton nindo kami digdi sagkod na kami magbalik. Mawawalat sa kaibahan nindo si Aaron asin si Hur, kaya kun siisay man saindo an igwa nin problema, magdolok sainda.”"
Exodus,24,15,"En cuanto Moisés subió, una nube cubrió el monte",Dangan nagtukad si Moises asin an bukid natahoban nin panganoron.
Exodus,24,16,"y la gloria del Señor se posó sobre el Sinaí. Seis días la nube cubrió el monte. Al séptimo día, el Señor llamó a Moisés desde el interior de la nube.","An kamurawayan nin Kagurangnan nag-ontok sa Bukid nin Sinai. Sa paghiling kan mga Israelita, an kamurawayan nin Kagurangnan arog sa malaad na kalayo sa alitoktok kan bukid."
Exodus,24,17,"A los ojos de los israelitas, la gloria del Señor en la cumbre del monte parecía un fuego consumidor.","Anom na aldaw na natahoban nin panganoron an bukid. Sa ikapitong aldaw, hale sa panganoron, inapod nin Kagurangnan si Moises."
Exodus,24,18,"Moisés se internó en la nube, subió al monte y allí permaneció cuarenta días y cuarenta noches.",Nagpadagos sa pagtukad sa bukid si Moises pasiring sa panganoron. Nag-erok siya duman sa laog nin kwarentang aldaw asin kwarentang banggi.
Exodus,25,1,El Señor habló con Moisés y le dijo:,"Nagtaram an Kagurangnan ki Moises,"
Exodus,25,2,«Ordénales a los israelitas que me traigan una ofrenda. La deben presentar todos los que sientan deseos de traérmela.,“Sabihan mo an mga Israelita na magtao nin dolot sako. Akoon mo an anoman na boot nindang idolot.
Exodus,25,3,"»Como ofrenda se les aceptará lo siguiente: »oro, plata, bronce,","Ini an mga dolot na aakoon mo: bulawan, plata, bronse;"
Exodus,25,4,"lana color azul, carmesí y escarlata, tela de lino fino, pelo de cabra,","pinong lino, telang lana na kolor asul, purpura saka pula; telang gibo sa balukag nin kanding;"
Exodus,25,5,"pieles de carnero teñidas de rojo, pieles finas, madera de acacia,",anit nin lalaking karnero na tinugma nin pula; anit nin kanding; tablang akasya;
Exodus,25,6,"aceite de oliva para las lámparas, especias para el aceite de la unción y para el incienso aromático;",lana para sa mga ilawan; pahamot para sa panlahid na lana asin para sa insenso;
Exodus,25,7,también piedras de ónice y otras piedras preciosas para montarlas en el efod y en el pectoral del sacerdote.,mga batong oniks asin iba pang batong pantampok sa efod asin sa pantahob sa daghan kan Halangkaw na Padi.
Exodus,25,8,"»Después me harán un santuario, para que yo habite entre ustedes.","Pagibohon mo an mga tawo nin sarong Tabernakulo para sako, tanganing mag-erok ako sa kaibahan ninda."
