book,chapter,verse,text_Bikol,text_Cebuano
Exodus,37,19,An lambang sanga igwa nin tolong dekorasyon na burak na arog sa mga bukad na burak nin almendras na may kaibang mga bukol asin mga petalo.,"Adunay tulo ka kupa nga daw bulak sa almendras nga ang matag usa may mga biyoos ug mga gihay, diha sa usa ka sanga, ug tulo ka kupa nga daw bulak sa almendras nga ang matag usa may mga biyoos ug mga gihay, diha sa lain nga sanga ug kini mao gihapon sa unom ka sanga diha sa lamparahan."
Exodus,37,20,An kahawakan kan kandelero igwa nin apat na burak na arog sa mga bukad na burak nin almendras na may kaibang mga bukol asin mga petalo.,"Ug diha gayod sa lamparahan adunay upat ka kupa nga daw bulak sa almendras nga may mga biyoos ug mga gihay,"
Exodus,37,21,Igwa nin sarong bukol sa irarom kan lambang pades kan anom na sanga.,usa ka biyoos ilalom sa matag usa ka parisan sa unom ka sanga niini.
Exodus,37,22,"An mga bukol, an mga sanga saka an kandelero ginibo niya sa saro sanang pedaso nin pinulpog na bulawan.",Ang mga biyoos ug ang mga sanga unay niini. Ang kinatibuk-an niini usa ka buok nga sinalsal nga lunsayng bulawan.
Exodus,37,23,Ginibo niya an pitong ilawan para sa kandelero. An mga pansipit sa mitsa asin an mga bandehado ginibo niya sa purong bulawan.,Naghimo siya ug pito ka lampara ug mga kimpit ug mga sangga niini gikan sa lunsayng bulawan.
Exodus,37,24,Naggamit siya nin treynta y singko kilos na purong bulawan sa paggibo kan kandelero sagkod kan gabos na kagamitan kaini.,Gihimo niya kini ug ang tanang kasangkapan niini gikan sa usa ka talanton nga lunsayng bulawan.
Exodus,37,25,"Ginibo niya an akasyang altar nin insenso. Ini kwadrado, may sukol na kwarenta y singko sentimetros an laba, kwarenta y singko sentimetros an lakbang asin nubenta sentimetros an langkaw. An mga sungay sa apat na kanto sagkod an mismong altar ginibo niya na magin saro sanang pedaso.","Gibuhat niya ang halaran sa insenso gikan sa kahoy nga akasya, usa ka maniko ang gitas-on niini, ug usa ka maniko ang gilapdon; kwadrado kini ug duha ka maniko ang gihabogon niini, ang mga sungaysungay unay niini."
Exodus,37,26,"Pinatos niya nin purong bulawan an parteng ibabaw, an apat na gilid sagkod an mga sungay, dangan pinalibotan niya nin moldurang bulawan an altar.","Gisapawan niya ug lunsay nga bulawan ang ibabaw niini ug ang mga kilid libot niini ug ang mga sungaysungay niini, ug giribitihan niya ug bulawan ang palibot niini."
Exodus,37,27,"Ginibohan niya ini nin duwang siningsing na bulawan, na itinakod niya sa duwang gilid sa ibaba kan moldura, tanganing surokan kan mga pasanan na gagamiton sa pagdara kan altar.","Ug siya nagbuhat alang niini ug duha ka argulya nga bulawan sa ubos sa ribiti niini, sa duha ka nag-atbang nga kilid niini, aron balhogan sa mga yayongan inigdala niini."
Exodus,37,28,Ginibo niya an mga pasanan na akasya asin pinatos niya nin bulawan an mga ini.,Ug gibuhat niya ang mga yayongan gikan sa kahoy nga akasya ug gisapawan niya kini ug bulawan.
Exodus,37,29,"Ginibo man niya an banal na lanang panlahid, asin an puro saka mahamot na insenso na sinalak siring sa pahamot.",Gibuhat niya ang balaan nga lana nga igdidihog ug ang lunsay nga humot nga insenso nga gisagol sama sa gibuhat sa tighimo ug pahumot.
Exodus,38,1,"Ginibo man ni Bezalel sa akasya an altar na tututongan kan mga atang. Kwadrado ini, na dos metros may beynte sentimetros an laba, asin siring man an lakbang. An langkaw sarong metro may treynta sentimetros.","Gibuhat niya ang halaran sa halad nga sunogon gikan sa kahoy nga akasya, lima ka maniko ang gitas-on niini ug lima ka maniko ang gilapdon, kwadrado kini, ug tulo ka maniko ang gihabogon niini."
Exodus,38,2,An ibabaw kan apat na kanto kan altar pinorma niya na garo mga sungay; ini sarong pedaso sana sagkod an altar. Dangan pinatos niya sa bronse an bilog na altar.,Gibuhat niya ang mga sungaysungay niini sa ibabaw sa upat ka eskina niini. Ang mga sungaysungay niini unay sa halaran ug gisapawan niya kini ug bronsi.
Exodus,38,3,"Ginibo man niya an gabos na kagamitan kan altar: mga kawa, mga pala, mga mangko, mga kawit asin mga bugtakan nin baga. Ginibo niya ini gabos sa bronse.","Ug gibuhat niya ang tanan nga mga kasangkapan sa halaran, ang mga kawa, ang mga pala, ang mga planggana, ang mga kaw-it ug ang mga sangga sa kalayo, ang tanan nga mga kasangkapan niini gibuhat niya gikan sa bronsi."
Exodus,38,4,Ginibo niya an parilyang bronse dangan ibinugtak sa irarom kan sanipa magpoon sa kabangaan na parte kan altar paibaba.,"Ug nagbuhat siya ug rehas nga bronsi alang sa halaran, ubos sa ngilit hangtod sa tungatunga sa halaran."
Exodus,38,5,Ginibo niya an apat na siningsing na susurokan kan mga pasanan asin ikinabit sa apat na kanto kan parilyang bronse.,Siya nagbuhat ug upat ka argulya alang sa upat ka eskina sa bronsi nga rehas ingon nga balhoganan sa mga yayongan.
Exodus,38,6,Ginibo niya an mga pasanan sa akasya asin pinatos sa bronse an mga ini.,"Ug gibuhat niya ang mga yayongan gikan sa kahoy nga akasya, ug gisapawan niya kini ug bronsi."
Exodus,38,7,Isinurok niya an mga pasanan sa mga siningsing na nasa duwang gilid kan altar tanganing ini an gamiton sa pagdara kan altar. Tabla an altar asin ginibo niya na mayong laog an tahaw kaini.,"Ug gibalhog niya ang mga yayongan sa mga argulya nga diha sa mga kilid sa halaran, aron sa pagdala niini uban kanila. Gihimo niya kini nga haw-ang sa sulod pinaagi sa mga tabla."
Exodus,38,8,Ginibo niya an bronseng palanggana asin an bronseng tumbawan hale sa mga salming kan mga babaeng naglilingkod sa pintoan kan Tabernakulo.,"Gibuhat niya ang planggana gikan sa bronsi ug ang tungtonganan niini gikan sa bronsi, gikan sa mga salamin sa mga babaye nga nag-alagad diha sa pultahan sa tolda nga tagboanan."
Exodus,38,9,"An patyo ginibo niya sa mga kurtina nin hinabol na pinong lino. Sa parteng habagat, kwarenta y kwatro metros an laba kan kurtina na","Gibuhat niya ang hawanan. Alang sa dapit sa habagatan, ang mga tabil sa hawanan gikan sa lino nga pinong pagkalubid, usa ka gatos ka maniko."
Exodus,38,10,natitindi sa beynteng bronseng harigi na napapatindog sa beynteng bronseng patungtongan. An mga harigi igwa nin mga kawit asin mga barat na gibo sa plata.,"Ang mga haligi niini 20 ka buok, ug ang tungtonganan niini 20 ka buok, nga hinimo gikan sa bronsi, apan ang mga kaw-it sa mga haligi ug ang mga bangan niini plata."
Exodus,38,11,An patyo sa parteng amihan ginibo niya siring kan sa parteng habagat.,"Alang sa dapit sa amihanan usa ka gatos ka maniko, ang mga haligi niini 20 ka buok, ug ang mga tungtonganan niini 20 ka buok nga hinimo gikan sa bronsi, apan ang mga kaw-it sa mga haligi ug ang mga bangan niini plata."
Exodus,38,12,"Sa parteng solnopan, an patyo igwa nin mga kurtinang beynte y dos metros an laba, may sampolong harigi asin sampolong patungtongan. An mga harigi igwa man nin mga kawit saka mga barat na gibo sa plata.","Alang sa dapit sa kasadpan adunay mga tabil nga 50 ka maniko, ang haligi niini napulo ka buok ug ang tungtonganan niini napulo ka buok, ang mga kaw-it sa mga haligi ug ang mga bangan niini plata."
Exodus,38,13,"Sa parteng sirangan, sa namumugtakan kan pintoan, beynte y dos metros man an lakbang kan patyo.","Ug alang sa dapit sa atubangan, dapit sa silangan, 50 ka maniko."
Exodus,38,14,"Sa sarong ibong kan pintoan, an mga kurtina igwa nin laba na seis metros sesenta sentimetros, asin igwa nin tolong patungtongan.",Ang mga tabil alang sa usa ka kilid sa pultahan napulo ug lima ka maniko ug may tulo ka haligi ug tulo ka tungtonganan.
Exodus,38,15,"Arog man kaiyan an sa ibong na parte; mga kurtinang seis metros sesenta sentimetros an laba, tolong harigi saka tolong patungtongan.","Ug mao usab sa pikas kilid, sa usa ka kilid ug sa pikas kilid dapit sa ganghaan sa hawanan may mga tabil nga tagnapulo ug lima ka maniko ug may tulo ka haligi ug tulo ka tungtonganan."
Exodus,38,16,An gabos na kurtina na nakapalibot sa patyo ginibo niya sa hinabol na pinong lino.,Ang tanan nga mga tabil libot sa hawanan gikan sa lino nga pinong pagkalubid.
Exodus,38,17,"Ginibo niya sa bronse an mga patungtongan, alagad ginibo niya sa plata an mga kawit, an mga barat sagkod an mga patos kan poro kan mga harigi. An gabos na harigi sa palibot kan patyo binaratan niya nin mga barat na plata.",Ang mga tungtonganan sa mga haligi hinimo gikan sa bronsi. Ang mga tumoy sa mga haligi ug ang mga bangan niini binuhat sa plata ug ang gisapaw sa mga kaw-it niini plata ug ang tanang mga haligi sa hawanan adunay mga bangan nga plata.
Exodus,38,18,"An kurtinang panlipod sa pintoan kan patyo ginibo niya sa hinabol na pinong lino asin sa mga telang lana na kolor asul, purpura asin pula na binurdahan. An sukol kaini siam na metros an laba asin duwang metros an langkaw, arog kan mga kurtina kan patyo.",Ug ang tabil sa pultahan sa hawanan giburdahan ug asul ug tapol ug lutong pula nga delana ug lino nga pinong pagkalubid. Ang gitas-on
Exodus,38,19,"An kurtinang panlipod sa pintoan natitindi sa apat na harigi na napapatindog sa apat na bronseng patungtongan. An mga kawit, an patos kan poro kan mga harigi asin an mga barat gibo sa bronse.","Upat ka buok ang mga haligi niini ug ang upat ka tungtonganan niini bronsi, ang mga kaw-it niini plata, ug ang mga gisapaw sa mga tumoy niini ug sa mga bangan niini plata."
Exodus,38,20,An mga palo kan Tabernakulo asin kan patyo gibo gabos sa bronse.,ka maniko ug ang gihabogon lima ka maniko sama sa tabil sa hawanan.
Exodus,38,20,An mga palo kan Tabernakulo asin kan patyo gibo gabos sa bronse.,Ug ang tanang ugsok sa Tolda ug sa naglibot nga hawanan bronsi.
Exodus,38,21,"Uya an lista kan kantidad kan mga metal na ginamit sa Tabernakulo, na sinarayan kan duwang tablang gapo na sinuratan kan Sampolong Togon. An paglista ipinagboot ni Moises asin ginibo kan mga Levita na nagtrabaho sa irarom kan pamamahala ni Itamar na aki ni Aaron na padi.","Mao kini ang tanang butang alang sa Tolda, sa Tolda sa Pagpamatuod, nga giihap sumala sa sugo ni Moises ubos sa pagmando ni Itamar nga anak ni Aaron nga pari, alang sa buluhaton sa mga Levihanon."
Exodus,38,22,"Ginibo ni Bezalel, na aki ni Uri saka makoapo ni Hur na gikan sa tribu ni Juda, an gabos na ipinagboot nin Kagurangnan ki Moises.","Ug si Besalel nga anak ni Uri nga anak ni Hur, sa banay ni Juda, nagbuhat sa tanan nga mga butang nga gisugo sa Ginoo kang Moises."
Exodus,38,23,"Katabang ni Bezalel si Oholiab, na aki ni Ahisamak na gikan sa tribu ni Dan, na sarong paraukit, paradibuho asin parahabol nin pinong lino saka mga telang lana na kolor asul, purpura asin pula.","Ug uban kaniya si Oholiab nga anak ni Ahisamac, sa banay ni Dan, nga usa ka tigkulit, ug tigdibuho ug tigburda ug asul ug tapol ug lutong pula nga delana ug lino nga pinong pagkalubid."
Exodus,38,24,"An gabos na bulawan na idinolot sa Kagurangnan para sa pagpatindog kan Tabernakulo uminabot sa sangribong kilo, sosog sa kinaugalean na timbang kan Tabernakulo.","Ang tanang bulawan nga gigamit alang sa buluhaton, sa tanan nga buluhaton sa balaang puluy-anan, ang bulawan gikan sa halad 29 ka talanton ug 730 ka siklo sumala sa siklo sa balaang dapit."
Exodus,38,25,"An plata na natipon sa pagsenso kan mga tawo uminabot sa tres mil, kwatro syentos treynta kilos sosog sa kinaugalean na timbang kan Tabernakulo.","Ug ang plata nga naihap gikan sa katilingban usa ka gatos ka talanton ug 1,775 ka siklo, sumala sa siklo sa balaang dapit,"
Exodus,38,26,"An kantidad na ini iyo an total na ibinayad kan gabos na tawong nabilang sa senso, na uminabot sa seis syentos tres mil, kinyentos singkwenta katawo magpoon sa beynteng taon an edad paitaas. An lambang saro nagbayad nin kabangang siklo, sosog sa kinaugalean na timbang kan Tabernakulo.","ang matag tawo tagsa ka beka, sa ato pa, tunga sa siklo, sumala sa siklo sa balaang dapit, kay ang tanan nga naihap sa pagpanglista sukad sa nagpanuigon ug 20 ka tuig ug pataas, 603,550."
Exodus,38,27,"Sa plata, tres mil kwatro syentos kilos an nagamit sa paggibo kan sanggatos na patungtongan para sa Tabernakulo asin para sa kurtina, treynta y kwatro kilos na plata para sa lambang patongtongan.","Ang usa ka gatos ka talanton nga plata gitunaw alang sa mga tungtonganan sa balaang puluy-anan ug sa mga tungtonganan sa mga tabil, usa ka gatos ka tungtonganan sa usa ka gatos ka talanton, usa ka talanton sa usa ka tungtonganan."
Exodus,38,28,"An natadang treynta kilos na plata ginamit ni Bezalel sa paggibo nin mga barat, mga kawit, asin nin mga patos kan poro kan mga harigi.","Sa 1,775 ka siklo gibuhat niya ang mga kaw-it alang sa mga haligi ug gisapawan niya ang mga tumoy niini, ug gibuhatan kini ug mga bangan."
Exodus,38,29,"An bronse na idinolot sa Kagurangnan uminabot sa dos mil, kwatro syentos beynte singko kilos.","Ang bronsi nga halad 70 ka talanton ug 2,400 ka siklo."
Exodus,38,30,"Ini ginamit ni Bezalel sa paggibo kan mga patungtongan para sa pintoan kan Tabernakulo, kan bronseng altar kaiba an bronseng parilya, asin kan gabos na kagamitan kaini;","Pinaagi niini gihimo niya ang mga tungtonganan sa pultahan sa tolda nga tagboanan, ang halaran nga bronsi ug rehas nga bronsi niini, ug ang tanan nga mga galamiton sa halaran,"
Exodus,38,31,"kan mga patungtongan para sa patyo asin para sa pintoan kaini, saka kan gabos na palo kan Tabernakulo sagkod kan patyo.","ang mga tungtonganan sa naglibot nga hawanan, ang mga tungtonganan sa ganghaan sa hawanan, ug ang tanang ugsok sa Tolda ug ang tanang ugsok nga naglibot sa hawanan."
Exodus,39,1,"Hale sa mga telang lana na kolor asul, purpura asin pula, ginibo kan mga trabahador an magagayon na gubing na isusulot kan mga padi kun sinda naglilingkod sa Banal na Lugar. Ginibo ninda an banal na mga gubing ni Aaron siring sa ipinagboot nin Kagurangnan ki Moises.","Unya ginamit ang asul ug tapol ug lutong pula nga delana gibuhat nila ang matahom nga mga bisti aron sa pag-alagad sa dapit nga balaan. Ug gibuhat nila ang mga bisti nga balaan alang kang Aaron, sumala sa gisugo sa Ginoo kang Moises."
Exodus,39,2,"Ginibo ninda an efod sa pinong lino, sa mga telang lana na kolor asul, purpura asin pula, saka sa bulawan na torsido.","Gibuhat niya ang ephod gikan sa bulawan, ug sa asul ug tapol ug lutong pula nga delana, ug sa lino nga pinong pagkalubid."
Exodus,39,3,"Pinulpog ninda nin manipis an bulawan dangan ginunting nin palaba arog kan torsido tanganing iiba sa paghabol kan pinong lino dangan kan mga telang lana na kolor asul, purpura saka pula.","Ug nagsalsal sila ug bulawan ug gitabas nila kini sama sa mga hilo aron iapil pagtahi sa asul ug tapol ug lutong pula nga delana ug sa lino nga pinong pagkalubid, kini maayong pagkabuhat."
Exodus,39,4,Ginibo ninda an duwang tirante dangan itinakod sa duwang gilid kan efod.,Naghimo sila ug kabiba alang sa ephod nga gipakabit sa duha ka tumoy niini.
Exodus,39,5,"An habay, na magayon an pakahabol, na ginibo ninda sa parehong materyales na ginamit sa paggibo kan efod, itinakod ninda sa efod tanganing magin saro na sana saka an efod, siring sa ipinagboot nin Kagurangnan ki Moises.","Ug ang bakos nga maayong pagkabuhat nga diha sa ibabaw niini, nga igbabakos, gibuhat sa mao rang mga butang ug mao ra nga pagkabuhat gikan sa bulawan, sa asul ug tapol ug lutong pula nga delana ug lino nga pinong pagkalubid, sumala sa gisugo sa Ginoo kang Moises."
Exodus,39,6,Inandam ninda an mga batong oniks dangan itinampok sa kalopkop na bulawan; nakaukit sa mga ini an mga ngaran kan doseng aki ni Jacob.,"Giandam nila ang mga bato nga onyx, gipalibotan kini sa mga engaste nga bulawan, gikulit sama sa pagkakulit sa usa ka silyo, sumala sa mga ngalan sa mga anak nga lalaki ni Israel."
Exodus,39,7,"An mga oniks ikinabit ninda sa mga tirante kan efod bilang tanda kan doseng tribu nin Israel, siring sa ipinagboot nin Kagurangnan ki Moises.","Unya kini gibutang niya sa mga kabiba sa ephod, ingon nga mga bato nga handomanan sa mga anak nga lalaki ni Israel sumala sa gisugo sa Ginoo kang Moises."
Exodus,39,8,Ginibo ninda an pantahob sa daghan sa parehong materyales na ginamit sa paggibo kan efod asin binurdahan ninda arog kan efod.,"Siya naghimo ug tabon sa dughan nga maayong pagkabuhat, sama sa pagkabuhat sa ephod, gikan sa bulawan ug sa asul ug tapol ug lutong pula nga delana ug sa lino nga pinong pagkalubid,"
Exodus,39,9,Kwadrado an tiniklop na pantahob sa daghan na may sukol na beynte y dos sentimetros an laba asin beynte y dos sentimetros an lakbang.,"ug kini kwadrado. Ang tabon sa dughan duha ka sapaw, ang gitas-on niini usa ka dangaw, ug usa ka dangaw ang gilapdon niini kon sapawan."
Exodus,39,10,"Tinampokan ninda ini nin apat na raya nin mga bato: sa enot na raya, an mga batong rubi, topasyo asin karbungko;","Ilang gibutang niini ang upat ka laray sa mga bato. Ang unang laray, sardio, topasyo ug karbunko."
Exodus,39,11,"sa ikaduwang raya, an mga batong esmeralda, sapiro asin brilyante;","Sa ikaduha nga laray, esmeralda, sapiro ug diamante."
Exodus,39,12,"sa ikatolong raya, an mga batong jacinto, agata asin ametista;","Sa ikatulo nga laray, jacinto, agata ug amatista."
Exodus,39,13,"asin sa ikaapat na raya, an mga batong berilo, oniks asin jaspe. Ini gabos nakatampok sa kalopkop na bulawan.","Ug sa ikaupat nga laray, berilo, onyx ug jaspe. Kini gipalibotan ug mga engaste nga bulawan."
Exodus,39,14,"An doseng bato inukitan ninda kan mga ngaran kan mga aki ni Jacob; an lambang bato nauukitan nin sarong ngaran, bilang tanda kan doseng tribu nin Israel.","Adunay napulo ug duha ka bato nga adunay mga ngalan sumala sa mga ngalan sa mga anak ni Israel. Kini sama sa mga silyo, ang matag usa gikulitan sumala sa ngalan niini, alang sa napulo ug duha ka banay."
Exodus,39,15,"Para sa pantahob sa daghan, naggibo sinda nin duwang kadenang bulawan na sinalapid.",Ug nagbuhat sila ug mga kadena nga gilubid sama sa pisi gikan sa bulawan diha sa tabon sa dughan.
Exodus,39,16,Naggibo man sinda nin duwang kalopkop na bulawan dangan duwang siningsing na bulawan na ikinabit ninda sa duwang itaas na kanto kan pantahob sa daghan.,"Ug nagbuhat sila ug duha ka engaste nga bulawan ug duha ka argulya nga bulawan, ug gibutang ang duha ka argulya sa duha ka tumoy sa tabon sa dughan."
Exodus,39,17,An duwang kadenang bulawan iginakod ninda sa duwang siningsing,Ug gibutang nila ang duha ka linubid nga bulawan diha sa duha ka argulya sa mga tumoy sa tabon sa dughan.
Exodus,39,18,"asin an duwa pang poro kan duwang kadena iginakod ninda sa duwang kalopkop na nasa tirante kan efod, sa atubangan.",Ang duha ka tumoy sa duha ka linubid nga pisi gipakabit nila ngadto sa duha ka engaste ug gibutang nila sa ibabaw sa kabiba sa ephod sa atubangan niini.
Exodus,39,19,"Naggibo sinda nin duwang bulawan na siningsing dangan ikinabit ninda sa duwang ibabang kanto kan pantahob sa daghan, sa bandang irarom na harani sa efod.","Ug nagbuhat sila ug duha ka argulya nga bulawan ug gipakabit nila sa duha ka tumoy sa tabon sa dughan, sa ilalom sa sidsid niini, dapit sa ephod."
Exodus,39,20,"Naggibo pa sinda nin duwang bulawan na siningsing dangan ikinabit ninda sa atubangan, sa ibabang parte kan tirante kan efod, sa sinugponan na nasa itaas kan habay.","Ug nagbuhat sila ug duha ka argulya nga bulawan ug gipakabit nila sa atubangan sa ubos nga bahin sa duha ka kabiba sa ephod, sa tinakdoan niini sa ibabaw sa maayong pagkabuhat nga bakos sa ephod."
Exodus,39,21,"Siring sa ipinagboot nin Kagurangnan ki Moises, ginakodan ninda nin pising asul an mga siningsing kan pantahob sa daghan asin an mga siningsing kan efod, tanganing an pantahob sa daghan dai masiblag sa efod kundi makatakod asin mapamugtak sa itaas kan habay.","Ug gihigot nila ang tabon sa dughan ngadto sa mga argulya niini ngadto sa mga argulya sa ephod nga adunay pisi nga asul, aron kini mahimutang sa ibabaw sa maayong pagkabuhat nga bakos sa ephod ug aron dili matangtang ang tabon sa dughan gikan sa ephod, sumala sa gisugo sa Ginoo kang Moises."
Exodus,39,22,An abito kan efod ginibo ninda sa telang lana na kolor asul.,Gibuhat usab niya ang sutana sa ephod nga gibuhat nga lunlon asul.
Exodus,39,23,An labot na sulotan kan payo tinahian ninda nin hinabol na pambilit tanganing dai magisi.,"Ug ang liab niini, sama sa liab sa usa ka bisti nga may ribiti sa palibot sa liab aron kini dili magisi."
Exodus,39,24,"An gayad kan abito, kinabitan ninda nin mga granadang gibo sa pinong lino asin sa mga telang lana na kolor asul, purpura asin pula.",Sa sidsid sa sutana gihimoan kini nila ug daw mga prutas nga granada nga asul ug tapol ug lutong pula nga delana ug lino nga pinong pagkalubid.
Exodus,39,25,"Ginibo man ninda an mga bulawan na kampanilya asin an lambang saro kaini ibinugtak ninda sa pagultanan nin duwang granada,","Nagbuhat usab sila ug mga kampanilya gikan sa lunsay nga bulawan ug ang mga kampanilya gibutang nila sa taliwala sa mga prutas nga granada sa mga sidsid sa sutana sa paglibot niini, sa taliwala sa mga granada,"
Exodus,39,26,kaya an mga kampanilya nasa pagultanan kan mga granada siring sa ipinagboot nin Kagurangnan ki Moises.,"usa ka kampanilya ug usa ka granada, ug usa ka kampanilya ug usa ka granada, libot sa mga sidsid sa kupo alang sa pagpangalagad sumala sa gisugo sa Ginoo kang Moises."
Exodus,39,27,"Ginibo ninda an mga tunika para ki Aaron saka para sa saiyang mga aki,","Gibuhat usab nila ang mga bisti nga hinabol gikan sa pinong lino alang kang Aaron ug sa iyang mga anak nga lalaki,"
Exodus,39,28,"asin an mitra, an mga turban, an mga linong sarwal,","ug ang purong nga pinong lino, ug ang mga kalo nga pinong lino, ug ang mga karsunsilyo nga lino nga pinong pagkalubid,"
Exodus,39,29,"sagkod an mga habay na hinabol sa pinong lino asin sa mga telang lana na kolor asul, purpura asin pula, na binurdahan, siring sa ipinagboot nin Kagurangnan ki Moises.",ug ang bakos nga lino nga pinong pagkalubid ug asul ug tapol ug lutong pula nga delana nga giburdahan sumala sa gisugo sa Ginoo kang Moises.
Exodus,39,30,Ginibo ninda an koronang anas bulawan asin inukitan ninda kan mga tataramon na “Konsagrado sa Kagurangnan .”,"Ug gibuhat nila ang dayandayan sa korona nga balaan gikan sa lunsay nga bulawan, ug kini ilang gisulatan ug sulat nga sama sa kinulit sa usa ka silyo, “Balaan ngadto sa Ginoo.”"
Exodus,39,31,"An koronang ini ginakodan ninda nin asul na pisi dangan ibinugtak sa atubangan kan mitra, siring sa ipinagboot nin Kagurangnan ki Moises.",Ug gihigtan nila kini ug pisi nga asul aron kini ibutang sa ibabaw sa purong sumala sa gisugo sa Ginoo kang Moises.
Exodus,39,32,Natapos an gabos na trabaho sa Tabernakulo; ginibo kan mga Israelita an gabos siring sa ipinagboot nin Kagurangnan ki Moises.,"Sa ingon niana nahuman ang tanang buluhaton sa Tolda, sa tolda nga tagboanan. Ug ang katawhan sa Israel nagbuhat sumala sa gisugo sa Ginoo kang Moises. Busa gibuhat nila kini."
Exodus,39,33,"Dinara ninda ki Moises an Tabernakulo, an toldang pantahob sa Tabernakulo asin an mga kagamitan kaini, an mga kawit, an mga tabla, an mga trabisanyo, an mga harigi saka an mga patungtongan;","Ug gidala nila ang Tolda ngadto kang Moises, ang Tolda ug ang tanang kasangkapan niini, ang mga kaw-it niini, ang mga tabla niini, ang mga yayongan niini, ang mga haligi niini, ug ang mga tungtonganan niini,"
Exodus,39,34,"an pantahob na anit nin mga lalaking karnero na tinugma nin pula, asin an pantahob na anit nin mga kanding; an panlipod na kurtina;","ang tabon nga mga panit sa laking karnero nga gitina ug ang tabon nga panit sa kanding, ug ang tabil,"
Exodus,39,35,"an Kaban nin Tipan na sinarayan kan mga tablang gapo, an mga pasanan sagkod an takop kan Kaban nin Tipan;","ang sudlanan sa pagpamatuod ug ang mga yayongan niini, ug ang tabon niini,"
Exodus,39,36,"an lamesa kaiba an mga kagamitan kaini, asin an tinapay na dolot sa Dios;","ang lamisa ug ang tanan nga kasangkapan niini ug ang pan nga gipahimutang sa atubangan sa Dios,"
Exodus,39,37,"an kandelero na purong bulawan saka an mga ilawan kaiba an mga kagamitan kaini, asin an lana para sa mga ilawan;","ang lamparahan nga lunsayng bulawan ug ang mga lampara nga gipahimutang niini ug ang tanan nga mga kasangkapan niini, ug ang lana alang sa suga,"
Exodus,39,38,an bulawan na altar; an panlahid na lana; an mahamot na insenso; an kurtinang panlipod sa pintoan kan Tabernakulo;,"ang halaran nga bulawan, ang lana nga igdidihog ug ang humot nga insenso, ang tabil sa pultahan sa tolda,"
Exodus,39,39,"an bronseng altar kaiba an bronseng parilya, an mga pasanan, asin an mga kagamitan kan altar na ini; an palangganang hanawan asin an tumbawan;","ang halaran nga bronsi uban ang rehas nga bronsi, ang mga yayongan niini ug ang tanang kasangkapan niini ug ang planggana ug ang tungtonganan niini,"
Exodus,39,40,"an mga kurtina para sa patyo, an mga harigi saka an mga patungtongan kaini; an kurtinang panlipod sa pintoan kan patyo asin an mga lubid; an mga palo para sa Tabernakulo; an gabos na gamit para sa paglingkod sa Tabernakulo;","ang mga tabil sa hawanan, ang mga haligi ug ang mga tungtonganan niini, ang tabil alang sa ganghaan sa hawanan, ang mga pisi ug ang mga ugsok, ug ang tanan nga mga kasangkapan sa pagpangalagad sa Tolda alang sa tolda nga tagboanan,"
Exodus,39,41,asin an magagayon na gubing na isusulot kan mga padi kun malingkod sinda sa Banal na Lugar—an mga banal na gubing para sa pading si Aaron na padi saka para sa saiyang mga aki sa saindang paglingkod bilang mga padi.,"ang maayong pagkabuhat nga mga bisti alang sa pagpangalagad didto sa dapit nga balaan, ug ang mga balaan nga bisti ni Aaron nga pari ug ang mga bisti sa iyang mga anak nga lalaki aron sa pag-alagad ingon nga mga pari."
Exodus,39,42,Nahaman kan mga Israelita an gabos na trabaho siring sa ipinagboot nin Kagurangnan ki Moises.,"Sumala sa tanan nga gisugo sa Ginoo kang Moises, gibuhat sa katawhan sa Israel ang tanan nga buluhaton."
Exodus,39,43,Siniyasat ni Moises an gabos nindang ginibo dangan benendisyonan kan mahiling na nahaman an gabos sosog sa ipinagboot nin Kagurangnan .,"Ug nakita ni Moises ang tanang buhat, ug tan-awa, gibuhat nila kini. Sumala sa gisugo sa Ginoo, gibuhat nila kini ug gipanalanginan sila ni Moises."
Exodus,40,1,"Nagtaram an Kagurangnan ki Moises,","Ang Ginoo miingon kang Moises,"
Exodus,40,2,“Sa enot na aldaw kan primerong bulan patindogon mo an Tabernakulo.,"“Sa unang adlaw sa unang bulan, kinahanglan nga patindogon nimo ang Tolda, ang tolda nga tagboanan."
Exodus,40,3,Ilaog mo sa Tabernakulo an Kaban nin Tipan na sinarayan kan Sampolong Togon dangan lipodan mo nin kurtina sa atubangan.,Ug ibutang niini ang sudlanan sa pagpamatuod ug salipdi ang sudlanan pinaagi sa tabil.
Exodus,40,4,Ilaog mo an lamesa dangan ibugtak mo an mga kagamitan sa ibabaw. Ilaog mo man an kandelero asin ibugtak mo an mga ilawan sa ibabaw.,"Ug ipasulod ang lamisa, ug ipahimutang kini sa maayong pagkahimutang. Ipasulod usab ang lamparahan ug dagkoti ang mga lampara niini."
Exodus,40,5,"An bulawan na altar na tututongan kan insenso ibugtak mo sa atubang kan Kaban nin Tipan, dangan lipodan mo nin kurtina an pintoan kan Tabernakulo.",Ibutang ang halaran nga bulawan alang sa insenso sa atubangan sa sudlanan sa pagpamatuod ug ibutang ang tabil sa pultahan sa Tolda.
Exodus,40,6,"An altar na tututongan kan mga atang ibugtak mo sa atubang kan pintoan kan Tabernakulo,","Ibutang ang halaran sa halad nga sunogon diha sa atubangan sa pultahan sa Tolda, sa tolda nga tagboanan."
