book,chapter,verse,text_Spanish,text_Tagalog
Genesis,17,21,"Pero mi pacto lo estableceré con Isaac, el hijo que te dará Sara de aquí a un año, por estos días.",Aking itatatag ang aking tipan kay Isaac na ipapanganak sa iyo ni Sara sa panahong ito sa taong darating.”
Genesis,17,22,"Cuando Dios terminó de hablar con Abraham, subió y se retiró de su presencia.","Pagkatapos makipag-usap sa kanya, ang Diyos ay pumaitaas na mula kay Abraham."
Genesis,17,23,"Ese mismo día Abraham tomó a su hijo Ismael, a los criados nacidos en su casa, a los que había comprado con su dinero, a todos los otros varones que había en su casa y los circuncidó, tal como Dios se lo había mandado.","Ipinagsama ni Abraham si Ismael, na kanyang anak, at ang lahat ng ipinanganak sa kanyang bahay, at ang lahat ng binili niya ng kanyang salapi, ang lahat ng lalaki sa mga kasambahay ni Abraham, at kanyang tinuli ang balat ng maselang bahagi ng kanilang katawan nang araw ding iyon, ayon sa sinabi ng Diyos sa kanya."
Genesis,17,24,"Abraham tenía noventa y nueve años cuando fue circuncidado,",Si Abraham ay siyamnapu't siyam na taong gulang nang tuliin ang balat ng kanyang maselang bahagi.
Genesis,17,25,mientras que su hijo Ismael tenía trece.,At si Ismael ay labintatlong taon nang tuliin ang balat ng kanyang maselang bahagi.
Genesis,17,26,Así que ambos fueron circuncidados el mismo día,Nang araw ding iyon ay tinuli si Abraham at si Ismael na kanyang anak.
Genesis,17,27,"junto con todos los varones de su casa, tanto los nacidos en ella como los comprados a extranjeros.","At lahat ng lalaking kasambahay niya, maging ang mga aliping ipinanganak sa bahay niya at ang mga binili ng salapi sa taga-ibang lupain ay tinuling kasama niya."
Genesis,18,1,"El Señor se apareció a Abraham junto al bosque de encinas de Mamré, cuando Abraham estaba sentado a la entrada de su tienda de campaña a la hora más calurosa del día.",Ang Panginoon ay nagpakita kay Abraham sa may punong ensina ni Mamre habang siya'y nakaupo nang kainitan ang araw sa pintuan ng tolda.
Genesis,18,2,"Abraham alzó la vista y vio a tres hombres de pie cerca de él. Al verlos, corrió desde la entrada de la tienda a saludarlos. Postrándose en tierra,","Itinaas niya ang kanyang paningin at nakita ang tatlong lalaki na nakatayo na malapit sa kanya. Nang sila'y kanyang makita, tumakbo siya upang sila'y salubungin mula sa pintuan ng tolda, at yumuko siya sa lupa."
Genesis,18,3,"dijo: —Mi señor, si este servidor suyo cuenta con su favor, le ruego que no me pase de largo.","At sinabi, “Panginoon ko, kung ako'y nakatagpo ng biyaya sa inyong paningin ay hinihiling ko sa inyo na huwag mong lampasan ang iyong lingkod."
Genesis,18,4,Haré que les traigan un poco de agua para que ustedes se laven los pies; luego podrán descansar bajo el árbol.,"Hayaan mong dalhan ko kayo rito ng kaunting tubig, at maghugas kayo ng inyong mga paa, at magpahinga kayo sa lilim ng kahoy."
Genesis,18,5,"Ya que han pasado por donde está su servidor, déjenme traerles algo de comer para que se sientan mejor antes de seguir su camino. —¡Está bien —respondieron ellos—, hazlo así!","Kukuha ako ng kaunting tinapay upang makapagpalakas sa inyo, at pagkatapos ay magpatuloy na kayo, yamang kayo'y pumarito sa inyong lingkod.” Kaya't sinabi nila, “Gawin mo ang ayon sa iyong sinabi.”"
Genesis,18,6,"Abraham fue rápidamente a la tienda donde estaba Sara y le dijo: —¡Date prisa! Toma tres medidas de harina refinada, amásalas y haz unos panes.","Si Abraham ay nagmadaling pumunta sa tolda ni Sara, at sinabi, “Dali! Maghanda ka ng tatlong takal ng mainam na harina, masahin mo at gawing mga tinapay.”"
Genesis,18,7,"Después Abraham fue corriendo adonde estaba el ganado, eligió un ternero bueno y tierno y se lo dio a su sirviente, quien a toda prisa se puso a prepararlo.","At tumakbo si Abraham sa bakahan at kumuha ng isang bata at malusog na baka, at ibinigay sa alipin na nagmamadaling inihanda ito."
Genesis,18,8,"Luego les sirvió mantequilla y leche con el ternero que estaba preparado. Mientras comían, Abraham se quedó de pie junto a ellos, debajo del árbol.","Kinuha niya ang mantekilya, gatas, at ang bakang inihanda niya, at inihain sa harapan nila. Siya'y tumayo sa tabi nila sa lilim ng punungkahoy samantalang sila'y kumakain."
Genesis,18,9,"Entonces ellos preguntaron: —¿Dónde está Sara, tu esposa? —Allí en la tienda—, les respondió.","At sinabi nila sa kanya, “Nasaan si Sara na iyong asawa?” At sinabi niya “Naroon siya sa tolda.”"
Genesis,18,10,"—Dentro de un año volveré a visitarte —dijo uno de ellos—, y para entonces tu esposa Sara tendrá un hijo. Sara estaba escuchando a la entrada de la tienda de campaña, a espaldas del que hablaba.","At sinabi ng isa, “Ako ay tiyak na babalik sa iyo sa tamang panahon, at si Sara na iyong asawa ay magkakaanak ng isang lalaki.” Si Sara noon ay nakikinig sa may pintuan ng tolda na nasa likuran niya."
Genesis,18,11,Abraham y Sara eran ya bastante ancianos. Sara ya había dejado de menstruar.,Sina Abraham at Sara ay kapwa matanda na at lipas na sa panahon. Si Sara ay hindi na dinadatnan ng tulad ng likas sa mga babae.
Genesis,18,12,"Por eso, Sara se rio para sus adentros y dijo: «¿Acaso voy a tener este placer, ahora que ya he envejecido y siendo mi señor también ya viejo?».","Nagtawa si Sara sa kanyang sarili, na sinasabi, “Pagkatapos na ako'y tumanda at matanda na rin ang asawa ko, magkakaroon pa ba ako ng kasiyahan?”"
Genesis,18,13,"Pero el Señor dijo a Abraham: —¿Por qué se ríe Sara, diciendo: “Será cierto que concebiré siendo ya tan vieja”?","At sinabi ng Panginoon kay Abraham, “Bakit tumawa si Sara, na sinasabi, ‘Tunay kayang ako'y manganganak, kahit matanda na ako?’”"
Genesis,18,14,¿Acaso hay algo imposible para el Señor ? Dentro de un año volveré a visitarte en esta fecha y para entonces Sara habrá tenido un hijo.,"“Mayroon bang anumang bagay na napakahirap sa Panginoon ? Sa takdang panahon ay babalik ako sa iyo, sa tamang panahon, at si Sara ay magkakaanak ng isang lalaki.”"
Genesis,18,15,"Sara, por su parte, lo negó porque tuvo miedo y dijo: —Yo no me estaba riendo. Pero él respondió: —Sí te reíste. Abraham intercede en favor de Sodoma","Subalit nagkaila si Sara, na sinasabi, “Hindi ako tumawa,” sapagkat siya'y natakot. Ngunit sinabi ng Panginoon , “Hindi. Ikaw ay talagang tumawa.” Nakiusap si Abraham para sa Sodoma"
Genesis,18,16,Luego aquellos visitantes se levantaron y partieron de allí en dirección a Sodoma. Abraham los acompañó para despedirlos.,Tumindig mula roon ang mga lalaki at tumingin sa dakong Sodoma; at sinamahan sila ni Abraham upang ihatid sila sa daan.
Genesis,18,17,Pero el Señor dijo para sus adentros: «¿Ocultaré a Abraham lo que estoy por hacer?,"At sinabi ng Panginoon , “Ililihim ko ba kay Abraham ang aking gagawin;"
Genesis,18,18,"Es un hecho que Abraham se convertirá en una nación grande y poderosa, y en él serán bendecidas todas las naciones de la tierra.","yamang si Abraham ay magiging isang dakila at makapangyarihang bansa, at ang lahat ng bansa sa lupa ay pagpapalain sa pamamagitan niya?"
Genesis,18,19,"Yo lo he elegido para que instruya a sus hijos y a su familia, a fin de que se mantengan en el camino del Señor y pongan en práctica lo que es justo y recto. Así el Señor cumplirá lo que ha prometido».","Hindi, sapagkat siya'y aking pinili upang kanyang tagubilinan ang kanyang mga anak at sambahayan pagkamatay niya, na maingatan ang daan ng Panginoon sa pamamagitan ng paggawa ng kabanalan at kahatulan; upang maibigay ng Panginoon kay Abraham ang ipinangako niya sa kanya.”"
Genesis,18,20,"Entonces el Señor dijo a Abraham: —Las acusaciones contra Sodoma y Gomorra son muchas y su pecado, gravísimo.","Sinabi ng Panginoon , “Ang sigaw laban sa Sodoma at Gomorra ay malakas, at sapagkat ang kasalanan nila ay napakalubha,"
Genesis,18,21,"Por eso bajaré a ver si realmente sus acciones son tan malas como el clamor contra ellas me lo indica; y si no, he de saberlo.",at bababa ako ngayon at titingnan ko kung ginawa nga nila ang ayon sa sigaw na dumating sa akin; at kung hindi ay aking malalaman.”
Genesis,18,22,"Dos de los visitantes partieron de allí y se encaminaron a Sodoma, pero Abraham se quedó de pie frente al Señor .",At ang mga lalaki ay lumayo mula roon at nagtungo sa Sodoma samantalang si Abraham ay nanatiling nakatayo sa harapan ng Panginoon . Ang Pamamagitan ni Abraham
Genesis,18,23,Entonces Abraham se acercó y le dijo: —¿De veras vas a exterminar al justo junto con el malvado?,"Lumapit si Abraham at nagsabi, “Ang mga banal ba ay iyong lilipuling kasama ng mga masama?"
Genesis,18,24,Quizá haya cincuenta justos en la ciudad. ¿Exterminarás a todos y no perdonarás a ese lugar por amor a los cincuenta justos que allí hay?,Halimbawang may limampung banal sa loob ng bayan; lilipulin mo ba at di mo patatawarin ang lugar na iyon alang-alang sa limampung banal na nasa loob noon?
Genesis,18,25,"¡Lejos de ti el hacer tal cosa! ¿Matar al justo junto con el malvado y que ambos sean tratados de la misma manera? ¡Jamás hagas tal cosa! Tú, que eres el Juez de toda la tierra, ¿no harás justicia?","Malayong gagawa ka ng ganito, na ang banal ay iyong pataying kasama ng masama, anupa't ang banal ay makatulad sa masama! Malayong mangyari iyan! Di ba gagawa ng matuwid ang Hukom ng buong mundo?”"
Genesis,18,26,"El Señor respondió: —Si encuentro cincuenta justos en Sodoma, por ellos perdonaré a toda la ciudad.","At sinabi ng Panginoon, “Kung makatagpo ako sa Sodoma ng limampung banal sa loob ng bayan, patatawarin ko ang buong lugar na iyon alang-alang sa kanila.”"
Genesis,18,27,"Abraham dijo: —Reconozco que he sido muy atrevido al dirigirme así al Señor, yo que apenas soy polvo y ceniza.","Sumagot si Abraham, at nagsabi, “Mangangahas akong magsalita sa Panginoon, akong alabok at abo lamang."
Genesis,18,28,Pero tal vez falten cinco justos para completar los cincuenta. ¿Destruirás a toda la ciudad si faltan esos cinco? —Si encuentro cuarenta y cinco justos no la destruiré —contestó él.,"Kung sakaling magkukulang ng lima sa limampung banal, lilipulin mo ba ang buong bayan dahil sa limang kulang?” At sinabi niya, “Hindi ko lilipulin kung makatagpo ako roon ng apatnapu't lima.”"
Genesis,18,29,"Pero Abraham insistió: —Tal vez se encuentren solo cuarenta. —Por esos cuarenta justos, no destruiré la ciudad —respondió él.","At siya'y muling nagsalita sa kanya, at nagsabi, “Halimbawang may matatagpuang apatnapu.” At sinabi niya, “Hindi ko gagawin alang-alang sa apatnapu.”"
Genesis,18,30,"Abraham volvió a insistir: —No se enoje mi Señor, pero permítame seguir hablando. Tal vez se encuentren solo treinta. —No lo haré si encuentro allí a esos treinta —contestó él.","Pagkatapos ay sinabi niya, “O huwag sanang magalit ang Panginoon, at ako'y magsasalita. Kung sakaling may matatagpuan doong tatlumpu.” At sinabi niya, “Hindi ko gagawin kung makakatagpo ako roon ng tatlumpu.”"
Genesis,18,31,"Abraham siguió insistiendo: —Sé que he sido muy atrevido en hablarle así a mi Señor, pero tal vez se encuentren solo veinte. —Por esos veinte no la destruiré.","At kanyang sinabi, “Ako'y mangangahas magsalita sa Panginoon. Kung sakaling may matatagpuan doong dalawampu.” At sinabi niya, “Hindi ko lilipulin alang-alang sa dalawampu.”"
Genesis,18,32,"Abraham volvió a decir: —No se enoje mi Señor, pero permítame hablar una vez más. Tal vez se encuentren solo diez. —Aun por esos diez no la destruiré —respondió él por última vez.","Pagkatapos ay sinabi niya, “O huwag magalit ang Panginoon at magsasalita na lamang akong minsan; kung sakaling may matatagpuan doong sampu.” At sinabi niya, “Hindi ko lilipulin alang-alang sa sampu.”"
Genesis,18,33,"Cuando el Señor terminó de hablar con Abraham, se fue de allí, mientras Abraham regresó a su tienda de campaña.",At umalis ang Panginoon pagkatapos na makipag-usap kay Abraham at si Abraham ay nagbalik sa kanyang lugar.
Genesis,19,1,"Caía la tarde cuando los dos ángeles llegaron a Sodoma. Lot estaba sentado a la entrada de la ciudad. Al verlos, se levantó para recibirlos y se postró rostro en tierra.",Dumating ang dalawang anghel sa Sodoma nang nagtatakipsilim na. Si Lot ay nakaupo sa pintuang-bayan ng Sodoma. Sila'y nakita ni Lot at tumindig upang salubungin sila; at iniyukod ang kanyang mukha sa lupa.
Genesis,19,2,"Dijo: —Por favor, señores, les ruego que pasen la noche en la casa de este servidor suyo. Allí podrán lavarse los pies y mañana al amanecer seguirán su camino. —No, gracias —respondieron ellos—. Pasaremos la noche en la plaza.","At sinabi, “Ngayon mga panginoon ko, hinihiling ko sa inyo na kayo'y bumalik at tumuloy sa bahay ng inyong lingkod, at magpalipas ng gabi, at maghugas ng inyong mga paa, at sa madaling araw ay magsibangon kayo at magpatuloy ng inyong paglakad.” Kanilang sinabi, “Hindi, sa lansangan kami magpapalipas ng buong magdamag.”"
Genesis,19,3,"Pero tanto les insistió que fueron con él y entraron en su casa. Allí Lot preparó una buena comida, les hizo panes sin levadura y ellos comieron.","Ngunit kanyang pinilit nang husto kaya't sila'y nagsipasok sa kanyang bahay. Sila'y kanyang ipinaghanda, ipinagluto ng mga tinapay na walang pampaalsa, at sila ay kumain."
Genesis,19,4,"Aún no se habían acostado cuando los hombres de la ciudad de Sodoma rodearon la casa. Todo el pueblo sin excepción, tanto jóvenes como ancianos, estaba allí presente.","Subalit bago sila nagsihiga, ang mga lalaki ng lunsod, ang mga lalaki sa Sodoma, maging mga bata at matanda, lahat ng mga tao hanggang sa pinakahuling tao, ay pumalibot sa bahay."
Genesis,19,5,Llamaron a Lot y le dijeron: —¿Dónde están los hombres que vinieron a pasar la noche en tu casa? ¡Échalos afuera! ¡Queremos tener relaciones sexuales con ellos!,"Kanilang tinawagan si Lot at sinabi, “Saan naroon ang mga lalaking dumating sa iyo nang gabing ito? Ilabas mo sila sa amin upang makilala namin sila.”"
Genesis,19,6,"Lot salió a la puerta y, cerrándola detrás de sí,","Lumabas si Lot sa pintuan upang humarap sa kanila, at isinara ang pinto sa likuran niya."
Genesis,19,7,"les dijo: —Por favor, amigos míos, no cometan tal perversidad.","At sinabi niya, “Mga kapatid ko, nakikiusap ako na huwag kayong gumawa ng ganyang kasamaan."
Genesis,19,8,"Tengo dos hijas que todavía son vírgenes; voy a traérselas para que hagan con ellas lo que les plazca, pero a estos hombres no les hagan nada, pues han venido a hospedarse bajo mi techo.","Narito, may dalawa akong anak na babae na hindi pa nasipingan ng lalaki. Sila'y aking ilalabas sa inyo, at gawin ninyo sa kanila ang ayon sa inyong nais, huwag lamang ninyong gawan ng anuman ang mga lalaking ito, sapagkat sila'y nasa ilalim ng aking bubungan.”"
Genesis,19,9,"—¡Quítate de ahí! —le contestaron, y añadieron—: Este ni siquiera es de aquí y ahora nos quiere mandar. ¡Pues ahora te vamos a tratar peor que a ellos! Entonces se lanzaron contra Lot y se acercaron a la puerta con intenciones de derribarla.","At sinabi nila, “Manatili ka diyan!” At sinabi pa nila, “Ang taong ito'y naparito bilang dayuhan, at ibig niyang maging hukom! Ngayon, gagawan ka namin ng higit na masama kaysa kanila.” At kanilang ipinagtulakan ang lalaking si Lot, at nagsilapit upang sirain ang pintuan."
Genesis,19,10,"Pero los dos hombres extendieron los brazos, metieron a Lot en la casa y cerraron la puerta.",Subalit iniunat ng mga lalaki ang kanilang kamay at binatak si Lot sa loob ng bahay at kanilang sinarhan ang pintuan.
Genesis,19,11,"Luego, a los jóvenes y ancianos que se agolparon contra la puerta de la casa los dejaron ciegos, de modo que ya no podían encontrar la puerta.","At binulag nila ang mga taong nasa pintuan ng bahay, maging maliit o malaki, anupa't hindi nila makita ang pintuan. Umalis si Lot sa Sodoma"
Genesis,19,12,"Luego dijeron a Lot: —¿Tienes otros familiares aquí? Saca de esta ciudad a tus yernos, hijos, hijas y a todos los que te pertenezcan","At sinabi ng mga lalaki kay Lot, “Mayroon ka pa ba ritong kasama? Paalisin mo sa lugar na ito ang iyong mga manugang na lalaki at mga anak na lalaki at babae, o sinuman sa mga kasamahan mo sa lunsod."
Genesis,19,13,porque vamos a destruirla. El clamor contra esta gente ha llegado hasta el Señor y ya resulta insoportable. Por eso nos ha enviado a destruirla.,Sapagkat malapit na naming lipulin ang lugar na ito dahil sa napakalakas na ng sigaw laban sa bayang ito sa harap ng Panginoon ; at kami ay sinugo ng Panginoon upang ito ay aming lipulin.”
Genesis,19,14,"Lot salió para hablar con sus futuros yernos, es decir, con los prometidos de sus hijas. —¡Apúrense! —les dijo—. ¡Abandonen la ciudad porque el Señor está por destruirla! Pero ellos creían que Lot estaba bromeando,","Kaya't si Lot ay lumabas at kinausap ang kanyang mga manugang na noon ay mapapangasawa ng kanyang mga anak na babae, at sinabi, “Tumindig kayo, magsialis kayo sa lugar na ito; sapagkat gugunawin ng Panginoon ang bayan.” Subalit ang akala ng kanyang mga manugang ay nagbibiro siya."
Genesis,19,15,"así que al amanecer los ángeles le insistieron a Lot. Exclamaron: —¡Apúrate! Llévate a tu esposa y a tus dos hijas que están aquí, para que no sean destruidos cuando la ciudad sea castigada.","Kinaumagahan, pinapagmadali ng mga anghel si Lot, na sinasabi, “Bumangon ka, isama mo ang iyong asawa at ang iyong dalawang anak na babae na narito, baka pati ikaw ay madamay sa parusa sa bayan.”"
Genesis,19,16,"Como Lot titubeaba, los hombres lo tomaron de la mano, lo mismo que a su esposa y a sus dos hijas, y los sacaron de la ciudad porque el Señor les tuvo compasión.","Subalit siya'y nagtagal. Kaya't dahil sa habag sa kanya ng Panginoon , hinawakan ng mga lalaki ang kanyang kamay at ang kamay ng kanyang asawa, at ang kamay ng kanyang dalawang anak na babae; at siya'y inilabas nila at iniwan sa labas ng bayan."
Genesis,19,17,"Cuando ya los habían sacado de la ciudad, uno de los ángeles le dijo: —¡Escápate! No mires hacia atrás ni te detengas en ninguna parte del valle. Huye hacia las montañas, no sea que perezcas.","Nang sila'y mailabas na nila, ay sinabi nila, “Tumakas ka alang-alang sa iyong buhay. Huwag kang lumingon o huminto man sa buong libis; tumakas ka hanggang sa bundok, sapagkat kung hindi, ikaw ay mamamatay.”"
Genesis,19,18,"—¡No, señores míos, por favor! —respondió Lot—.","At sinabi sa kanila ni Lot, “Huwag, mga panginoon ko!"
Genesis,19,19,"Ustedes han sido muy buenos con este siervo suyo y su bondad ha sido grande al salvarme la vida. Pero yo no puedo escaparme a las montañas, no sea que la destrucción me alcance y pierda yo la vida.","Ang lingkod mo ay nakatagpo ng biyaya sa iyong paningin, at nagpakita ka sa akin ng malaking awa sa pagliligtas ng aking buhay. Subalit hindi ko kayang tumakas sa bundok, baka ako'y abutan ng kapahamakan, at ako'y mamatay."
Genesis,19,20,"Cerca de aquí hay una ciudad pequeña, en la que podría refugiarme. ¿Por qué no dejan que me escape hacia allá? Es una ciudad muy pequeña y en ella me pondré a salvo.","Tingnan mo, ang kasunod na lunsod ay malapit lamang upang matakasan at iyon ay maliit. Pahintulutan mo akong tumakas roon. Hindi ba iyon ay maliit lamang at ang aking buhay ay maliligtas?”"
Genesis,19,21,—Está bien —respondió uno de ellos—; también esta petición te la concederé. No destruiré la ciudad de que hablas.,"At sinabi niya sa kanya, “O sige, pinapayagan din kita sa bagay na ito at hindi ko na gugunawin ang lunsod na iyong binanggit."
Genesis,19,22,"Pero ¡date prisa! y huye de una vez, porque no puedo hacer nada hasta que llegues allí. Por eso aquella ciudad recibió el nombre de Zoar.","Magmadali ka, tumakas ka roon; sapagkat wala akong magagawa hanggang sa dumating ka roon.” Kaya't ang pangalang itinawag sa bayang iyon ay Zoar. Ang Pagkawasak ng Sodoma at Gomorra"
Genesis,19,23,Lot llegó a Zoar cuando estaba amaneciendo.,Ang araw ay sumikat na sa lupa nang dumating si Lot sa Zoar.
Genesis,19,24,Entonces el Señor hizo que cayera del cielo una lluvia de fuego y azufre sobre Sodoma y Gomorra.,At buhat sa langit ay nagpaulan ang Panginoon sa Sodoma at Gomorra ng asupre at apoy.
Genesis,19,25,"Así destruyó a esas ciudades y a todos sus habitantes, junto con todo el valle y la vegetación del suelo.","Ginunaw niya ang mga lunsod na iyon, at ang buong libis at ang lahat ng nakatira sa mga lunsod at ang tumutubo sa lupa."
Genesis,19,26,Pero la esposa de Lot miró hacia atrás y se quedó convertida en estatua de sal.,"Subalit ang asawa ni Lot ay lumingon sa likuran niya, at siya ay naging haliging asin."
Genesis,19,27,"Al día siguiente, Abraham madrugó y regresó al lugar donde se había encontrado con el Señor .","Kinaumagahan, si Abraham ay maagang nagtungo sa dakong kinatayuan niya sa harap ng Panginoon ."
Genesis,19,28,"Volvió la mirada hacia Sodoma y Gomorra, y hacia toda la llanura, y vio que de la tierra subía humo, como de un horno.","Siya'y tumingin sa dakong Sodoma at Gomorra, at sa buong lupain ng libis. At kanyang nakita na ang usok ng lupain ay tumataas na parang usok ng isang hurno."
Genesis,19,29,"Así arrasó Dios a las ciudades de la llanura, pero se acordó de Abraham y sacó a Lot de en medio de la catástrofe que destruyó a las ciudades en que había habitado. Lot y sus hijas","At nangyari, nang gunawin ng Diyos ang mga lunsod ng libis, naalala ng Diyos si Abraham, at inilabas si Lot nang gunawin ang mga lunsod na tinirahan niya. Ang Pinagmulan ng mga Moabita at Ammonita"
Genesis,19,30,"Luego, por miedo a quedarse en Zoar, Lot se fue con sus dos hijas a vivir en la región montañosa. Allí vivió con ellas en una cueva.",Umahon si Lot papalabas sa Zoar at tumira sa bundok kasama ang kanyang dalawang anak na babae sapagkat siya'y takot na tumira sa Zoar. Siya'y tumira sa isang yungib kasama ang kanyang dalawang anak na babae.
Genesis,19,31,"Un día, la hija mayor dijo a la menor: —Nuestro padre ya está viejo y no quedan hombres en esta región para que se acuesten con nosotras y nos den hijos, como es la costumbre de todo el mundo.","At sinabi ng panganay sa bunso, “Ang ating ama ay matanda na at walang lalaki sa lupa na sumiping sa atin, ayon sa kaugalian ng buong lupa."
Genesis,19,32,"Ven, vamos a emborracharlo con vino. Nos acostaremos con él y así por medio de él tendremos descendencia.","Halika, painumin natin ng alak ang ating ama, at tayo'y sumiping sa kanya upang mapanatili natin ang binhi ng ating ama.”"
Genesis,19,33,"Esa misma noche emborracharon a su padre y, sin que este se diera cuenta de nada, la hija mayor fue y se acostó con él.",At pinainom nila ng alak ang kanilang ama nang gabing iyon at pumasok ang panganay at sumiping sa kanyang ama. Hindi nalaman ng ama nang siya'y mahiga ni nang siya'y bumangon.
Genesis,19,34,"A la mañana siguiente, la mayor dijo a la menor: —Mira, anoche me acosté con mi padre. Vamos a emborracharlo de nuevo esta noche y ahora tú te acostarás con él; y así por medio de él tendremos descendencia.","Kinabukasan, sinabi ng panganay sa bunso, “Tingnan mo, ako'y sumiping kagabi sa aking ama. Painumin din natin siya ng alak sa gabing ito. Pumasok ka at sumiping sa kanya upang mapanatili natin ang binhi ng ating ama.”"
Genesis,19,35,"Esa misma noche volvieron a emborrachar a su padre y, sin que este se diera cuenta de nada, la hija menor fue y se acostó con él.",At pinainom din nila ng alak ang kanilang ama nang gabing iyon. Tumindig ang bunso at sumiping sa ama. Hindi nalaman ng ama nang siya'y mahiga ni nang siya'y bumangon.
Genesis,19,36,Así las dos hijas de Lot quedaron embarazadas de su padre.,Sa ganito'y kapwa nagdalang-tao ang mga anak ni Lot sa pamamagitan ng kanilang ama.
Genesis,19,37,"La mayor tuvo un hijo, a quien llamó Moab, padre de los actuales moabitas.","Nanganak ang panganay ng isang lalaki, at tinawag sa pangalang Moab na siyang ama ng mga Moabita hanggang sa araw na ito."
Genesis,19,38,"La hija menor también tuvo un hijo, a quien llamó Ben Amí, padre de los actuales amonitas.","At ang bunso ay nanganak din ng isang lalaki, at tinawag sa pangalang Benammi na siyang ama ng mga anak ni Ammon hanggang sa araw na ito."
Genesis,20,1,"Abraham partió desde allí en dirección a la región del Néguev y se quedó a vivir entre Cades y Sur. Mientras vivía en Guerar,","At mula roon ay naglakbay si Abraham sa lupain ng timog, at nanirahan sa pagitan ng Kadesh at Shur. Samantalang naninirahan bilang isang dayuhan sa Gerar,"
Genesis,20,2,"Abraham decía que Sara, su esposa, era su hermana. Entonces Abimélec, rey de Guerar, mandó buscar a Sara y la tomó por esposa.","sinabi ni Abraham tungkol kay Sara na kanyang asawa, “Siya'y aking kapatid;” at si Abimelec na hari sa Gerar ay nagpasugo at kinuha si Sara."
Genesis,20,3,"Pero aquella noche Dios apareció a Abimélec en sueños y le dijo: —Puedes darte por muerto a causa de la mujer que has tomado, porque ella es casada.","Subalit pumunta ang Diyos kay Abimelec sa panaginip sa gabi at sinabi sa kanya, “Ikaw ay malapit nang mamatay dahil sa ang babaing kinuha mo'y asawa ng isang lalaki.”"
Genesis,20,4,"Pero como Abimélec todavía no había tenido relaciones sexuales con ella, contestó: —Señor, ¿acaso vas a destruir a un pueblo inocente?","Ngunit si Abimelec ay hindi pa nakakasiping sa kanya. At sinabi niya, “Panginoon, papatayin mo ba pati ang isang bayang walang sala?"
Genesis,20,5,"Como Abraham me dijo que ella era su hermana, y ella me lo confirmó, yo hice todo esto con la conciencia tranquila y con las manos limpias.","Hindi ba siya rin ang nagsabi sa akin, ‘Siya'y aking kapatid.’ at si Sara man ay nagsabi, ‘Siya'y aking kapatid?’ Sa katapatan ng aking puso at kawalang-sala ng aking mga kamay ay ginawa ko ito.”"
Genesis,20,6,"—Sí, ya sé que has hecho todo esto con tu conciencia tranquila —le respondió Dios en el sueño—; por eso no te permití tocarla, para que no pecaras contra mí.","Sinabi sa kanya ng Diyos sa panaginip, “Oo, nalalaman ko na sa katapatan ng iyong puso ay ginawa mo ito, at hinadlangan din naman kita na magkasala ng laban sa akin kaya't hindi ko ipinahintulot na galawin mo siya."
Genesis,20,7,"Pero ahora devuelve esa mujer a su esposo, pues él es profeta y va a interceder por ti para que vivas. Si no lo haces, debes saber que sin duda morirás junto con todos los tuyos.","Ngayon nga'y isauli mo ang asawa ng lalaking ito; sapagkat siya'y isang propeta, at ikaw ay ipapanalangin niya at mabubuhay ka. Ngunit kapag hindi mo siya isinauli, tandaan mong tiyak na mamamatay ka, ikaw at ang lahat ng iyo.”"
Genesis,20,8,"En la madrugada del día siguiente, Abimélec se levantó y llamó a todos sus servidores para contarles en detalle lo que había ocurrido, y un gran temor se apoderó de ellos.","Kinaumagahan, si Abimelec ay bumangon nang maaga at tinawag ang lahat niyang mga lingkod. Sinabi niya sa kanila ang lahat ng bagay na ito, at ang mga tao'y takot na takot."
Genesis,20,9,"Entonces Abimélec llamó a Abraham y reclamó: —¡Qué nos has hecho! ¿En qué te he ofendido, que has traído un pecado tan grande sobre mí y sobre mi reino? ¡Lo que me has hecho no tiene nombre!","Tinawag ni Abimelec si Abraham, at sa kanya'y sinabi, “Anong ginawa mo sa amin at paano ako nagkasala laban sa iyo, upang dalhan mo ako at ang aking kaharian ng isang malaking kasalanan? Ginawa mo sa akin ang mga gawang di nararapat gawin.”"
Genesis,20,10,"¿Qué pretendías conseguir con todo esto? Al reclamo de Abimélec,","At sinabi ni Abimelec kay Abraham, “Ano ba ang iniisip mo at ginawa mo ang bagay na ito?”"
Genesis,20,11,Abraham contestó: —Yo pensé que en este lugar no había temor de Dios y que por causa de mi esposa me matarían.,"Sumagot si Abraham, “Sapagkat inisip ko na tunay na walang pagkatakot sa Diyos sa lugar na ito at papatayin nila ako dahil sa aking asawa."
Genesis,20,12,"Pero en realidad ella es mi hermana, porque es hija de mi padre aunque no de mi madre; y además es mi esposa.","At saka, talagang siya'y kapatid ko, anak ng aking ama, subalit hindi anak ng aking ina; at siya'y naging asawa ko."
Genesis,20,13,"Cuando Dios me ordenó dejar la casa de mi padre y andar errante, yo le dije a mi esposa: “Te pido que muestres tu amor por mí y que dondequiera que vayamos, digas siempre que soy tu hermano”.","Nang paalisin ako ng Diyos sa bahay ng aking ama ay sinabi ko sa kanya, ‘Ito ang kabutihan na maipapakita mo sa akin: sa lahat ng lugar na ating pupuntahan ay sabihin mo tungkol sa akin, Siya'y aking kapatid.’”"
